2019-09-05 01:37:50.444400 {"type":"join","timestamp":1567647470.4444,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[manton]","nickname":"[manton]","username":"~slackuser","name":null,"photo":"https:\/\/micro.blog\/manton\/avatar.jpg","url":"http:\/\/Manton.org","tz":"America\/Chicago","host":"chat.indieweb.org"},"content":null,"modes":[]}
2019-09-05 09:01:43.310400 {"type":"join","timestamp":1567674103.3104,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[Rose]","nickname":"[Rose]","username":"~slackuser","name":null,"photo":"https:\/\/i0.wp.com\/rosemaryorchard.com\/wp-content\/uploads\/2019\/03\/igazPjBx.jpg","url":"http:\/\/rosemaryorchard.com","tz":"Europe\/Austria","host":"chat.indieweb.org"},"content":null,"modes":[]}
2019-09-05 09:07:20.951800 {"type":"join","timestamp":1567674440.9518,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jgmac1106Discord","nickname":"jgmac1106Discord","username":"disco_7655","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fzohglgjfrhorhto"},"content":null,"modes":[]}
2019-09-05 09:07:28.393700 {"type":"join","timestamp":1567674448.3937,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"bekoDiscord[m]","nickname":"bekoDiscord[m]","username":"disco_7656","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-evumjaxosecllvch"},"content":null,"modes":[]}
2019-09-05 09:11:02.629000 {"type":"join","timestamp":1567674662.629,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[pawel_madej]","nickname":"[pawel_madej]","username":"~slackuser","name":null,"photo":null,"url":null,"tz":null,"host":"chat.indieweb.org"},"content":null,"modes":[]}
2019-09-05 09:46:05.433000 {"type":"join","timestamp":1567676765.433,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[grantcodes]","nickname":"[grantcodes]","username":"~slackuser","name":null,"photo":"https:\/\/grant.codes\/icons\/favicon-32x32.png","url":"http:\/\/grant.codes","tz":"Europe\/London","host":"chat.indieweb.org"},"content":null,"modes":[]}
2019-09-05 10:23:04.127000 {"type":"join","timestamp":1567678984.127,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"defnofdumb","nickname":"defnofdumb","username":"~defnofdum","name":null,"photo":null,"url":null,"tz":null,"host":"c-24-13-49-118.hsd1.il.comcast.net"},"content":null,"modes":[]}
2019-09-05 10:37:35.187600 {"type":"join","timestamp":1567679855.1876,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"defnofdumb","nickname":"defnofdumb","username":"~defnofdum","name":null,"photo":null,"url":null,"tz":null,"host":"c-24-13-49-118.hsd1.il.comcast.net"},"content":null,"modes":[]}
2019-09-05 12:27:42.479400 {"type":"join","timestamp":1567686462.4794,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"defnofdumb","nickname":"defnofdumb","username":"~defnofdum","name":null,"photo":null,"url":null,"tz":null,"host":"c-24-13-49-118.hsd1.il.comcast.net"},"content":null,"modes":[]}
2019-09-05 12:29:05.414200 {"type":"join","timestamp":1567686545.4142,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"defnofdumb","nickname":"defnofdumb","username":"~defnofdum","name":null,"photo":null,"url":null,"tz":null,"host":"c-24-13-49-118.hsd1.il.comcast.net"},"content":null,"modes":[]}
2019-09-05 12:52:53.154400 {"type":"message","timestamp":1567687973.1544,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Loqi","nickname":"Loqi","username":"Loqi","name":"Loqi","photo":null,"url":null,"tz":null,"host":null},"content":"[@jgmac1106] \u21a9\ufe0f it does work...I just dropped the files in the wrong folder. I had better luck updating from @mapkyca packages than from GitHub or using composer. So video should work. Ping me here or on @ReclaimHosting forums if you need help (https:\/\/twitter.com\/_\/status\/1169594224691568641)","modes":[]}
2019-09-05 12:56:25.499900 {"type":"join","timestamp":1567688185.4999,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[Rose]","nickname":"[Rose]","username":"~slackuser","name":null,"photo":"https:\/\/i0.wp.com\/rosemaryorchard.com\/wp-content\/uploads\/2019\/03\/igazPjBx.jpg","url":"http:\/\/rosemaryorchard.com","tz":"Europe\/Austria","host":"chat.indieweb.org"},"content":null,"modes":[]}
2019-09-05 13:08:57.480600 {"type":"join","timestamp":1567688937.4806,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"defnofdumb","nickname":"defnofdumb","username":"~defnofdum","name":null,"photo":null,"url":null,"tz":null,"host":"c-24-13-49-118.hsd1.il.comcast.net"},"content":null,"modes":[]}
2019-09-05 13:39:57.202100 {"type":"join","timestamp":1567690797.2021,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[schmarty]","nickname":"[schmarty]","username":"~slackuser","name":"schmarty via slack-irc-gateway","photo":"https:\/\/martymcgui.re\/img\/logo.jpg","url":"http:\/\/martymcgui.re","tz":"America\/New_York","host":"chat.indieweb.org"},"content":null,"modes":[]}
2019-09-05 13:50:03.795000 {"type":"join","timestamp":1567691403.795,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[jgmac1106]","nickname":"[jgmac1106]","username":"~slackuser","name":"jgmac1106 via slack-irc-gateway","photo":"http:\/\/quickthoughts.jgregorymcverry.com\/file\/6802fbcdd3fada8cb61ffb798978f72f\/thumb.jpg","url":"http:\/\/jgregorymcverry.com","tz":"-5 GMT","host":"chat.indieweb.org"},"content":null,"modes":[]}
2019-09-05 14:04:35.420200 {"type":"join","timestamp":1567692275.4202,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[grantcodes]","nickname":"[grantcodes]","username":"~slackuser","name":null,"photo":"https:\/\/grant.codes\/icons\/favicon-32x32.png","url":"http:\/\/grant.codes","tz":"Europe\/London","host":"chat.indieweb.org"},"content":null,"modes":[]}
2019-09-05 14:48:40.509700 {"type":"join","timestamp":1567694920.5097,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[snarfed]","nickname":"[snarfed]","username":"~slackuser","name":null,"photo":null,"url":"http:\/\/snarfed.org","tz":"America\/Los_Angeles","host":"chat.indieweb.org"},"content":null,"modes":[]}
