2015-10-05 00:10:35.426000 {"type":"join","timestamp":"1444003835.426000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"netweb","nickname":"netweb","name":"netweb","username":null},"content":"netweb joined #microformats"}
2015-10-05 08:07:39.965000 {"type":"join","timestamp":"1444032459.965000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Soopaman","nickname":"Soopaman","name":"Soopaman","username":null},"content":"Soopaman joined #microformats"}
2015-10-05 10:02:25.640000 {"type":"join","timestamp":"1444039345.640000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"elf-pavlik","nickname":"elf-pavlik","name":"elf-pavlik","username":null},"content":"elf-pavlik joined #microformats"}
2015-10-05 10:02:25.662000 {"type":"join","timestamp":"1444039345.662000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"elf-pavlik","nickname":"elf-pavlik","name":"elf-pavlik","username":null},"content":"elf-pavlik joined #microformats"}
2015-10-05 10:19:15.563000 {"type":"join","timestamp":"1444040355.563000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"kez","nickname":"kez","name":"kez","username":null},"content":"kez joined #microformats"}
2015-10-05 11:16:25.058000 {"type":"join","timestamp":"1444043785.058000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"eschnou","nickname":"eschnou","name":"eschnou","username":null},"content":"eschnou joined #microformats"}
2015-10-05 12:12:51.625000 {"type":"join","timestamp":"1444047171.625000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"uf-wiki-visitor","nickname":"uf-wiki-visitor","name":"uf-wiki-visitor","username":null},"content":"uf-wiki-visitor joined #microformats"}
2015-10-05 12:13:31.204000 {"type":"join","timestamp":"1444047211.204000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"pfefferle","nickname":"pfefferle","name":"pfefferle","username":null},"content":"pfefferle joined #microformats"}
2015-10-05 12:13:35.413000 {"type":"message","timestamp":"1444047215.413000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"uf-wiki-visitor","nickname":"uf-wiki-visitor","name":"uf-wiki-visitor","username":null},"content":"hello, i'am georges how are you?"}
2015-10-05 12:14:23.861000 {"type":"message","timestamp":"1444047263.861000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"uf-wiki-visitor","nickname":"uf-wiki-visitor","name":"uf-wiki-visitor","username":null},"content":"I am trying to use freenode for the first time."}
2015-10-05 13:02:44.036000 {"type":"join","timestamp":"1444050164.036000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"TallTed","nickname":"TallTed","name":"TallTed","username":null},"content":"TallTed joined #microformats"}
2015-10-05 13:13:26.264000 {"type":"join","timestamp":"1444050806.264000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"rhiaro__","nickname":"rhiaro__","name":"rhiaro__","username":null},"content":"rhiaro__ joined #microformats"}
2015-10-05 13:14:00.201000 {"type":"join","timestamp":"1444050840.201000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"kez","nickname":"kez","name":"kez","username":null},"content":"kez joined #microformats"}
2015-10-05 13:19:14.110000 {"type":"join","timestamp":"1444051154.110000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"nitot","nickname":"nitot","name":"nitot","username":null},"content":"nitot joined #microformats"}
2015-10-05 14:09:23.206000 {"type":"message","timestamp":"1444054163.206000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"[@wpscouts] Author hReview : Ajouter une Evaluation \u00e9toil\u00e9e \u00e1 WordPress et des T\u00e9moignages d'Utilisateurs http:\/\/wpscouts.com\/author-hreview\/ via @wpscouts (http:\/\/twtr.io\/14b6Aj7XeaV)"}
2015-10-05 14:15:18.651000 {"type":"message","timestamp":"1444054518.651000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"[@zpravycz] hCalendar Creator #programov\u00e1n\u00c3\u00ad #web (http:\/\/twtr.io\/14b6hkyqQvU)"}
2015-10-05 14:16:45.851000 {"type":"join","timestamp":"1444054605.851000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"fuzzyhorns","nickname":"fuzzyhorns","name":"fuzzyhorns","username":null},"content":"fuzzyhorns joined #microformats"}
2015-10-05 14:31:56.657000 {"type":"join","timestamp":"1444055516.657000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"elf-pavlik","nickname":"elf-pavlik","name":"elf-pavlik","username":null},"content":"elf-pavlik joined #microformats"}
2015-10-05 14:50:40.114000 {"type":"join","timestamp":"1444056640.114000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"fuzzyhorns","nickname":"fuzzyhorns","name":"fuzzyhorns","username":null},"content":"fuzzyhorns joined #microformats"}
2015-10-05 14:59:49.466000 {"type":"join","timestamp":"1444057189.466000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"fuzzyhorns","nickname":"fuzzyhorns","name":"fuzzyhorns","username":null},"content":"fuzzyhorns joined #microformats"}
2015-10-05 15:08:54.362000 {"type":"join","timestamp":"1444057734.362000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"fuzzyhorns","nickname":"fuzzyhorns","name":"fuzzyhorns","username":null},"content":"fuzzyhorns joined #microformats"}
2015-10-05 15:18:00.282000 {"type":"join","timestamp":"1444058280.282000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"fuzzyhorns","nickname":"fuzzyhorns","name":"fuzzyhorns","username":null},"content":"fuzzyhorns joined #microformats"}
2015-10-05 15:27:03.484000 {"type":"join","timestamp":"1444058823.484000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"fuzzyhorns","nickname":"fuzzyhorns","name":"fuzzyhorns","username":null},"content":"fuzzyhorns joined #microformats"}
2015-10-05 15:29:08.130000 {"type":"join","timestamp":"1444058948.130000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KartikPrabhu","nickname":"KartikPrabhu","name":"KartikPrabhu","username":null},"content":"KartikPrabhu joined #microformats"}
2015-10-05 15:30:32.206000 {"type":"join","timestamp":"1444059032.206000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"elf-pavlik","nickname":"elf-pavlik","name":"elf-pavlik","username":null},"content":"elf-pavlik joined #microformats"}
2015-10-05 15:43:24.040000 {"type":"join","timestamp":"1444059804.040000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"gRegorLove","nickname":"gRegorLove","name":"gRegorLove","username":null},"content":"gRegorLove joined #microformats"}
2015-10-05 16:10:13.770000 {"type":"join","timestamp":"1444061413.770000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"gRegorLove","nickname":"gRegorLove","name":"gRegorLove","username":null},"content":"gRegorLove joined #microformats"}
2015-10-05 16:20:12.889000 {"type":"message","timestamp":"1444062012.889000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"[@markodugonjic] Hey standardistas, are microformats like hCard still relevant? (http:\/\/twtr.io\/14bHwURkCxc)"}
2015-10-05 16:32:05.335000 {"type":"message","timestamp":"1444062725.335000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"tommorris","nickname":"tommorris","name":"tommorris","username":null},"content":"mf2py just went 1.0.0 - https:\/\/pypi.python.org\/pypi\/mf2py\/1.0.0 :)"}
2015-10-05 16:32:08.379000 {"type":"message","timestamp":"1444062728.379000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"tommorris: tantek left you a message on 9\/18 at 4:02pm: would appreciate your review and comment(s) on the refinement on the updated proposal on this issue: http:\/\/microformats.org\/wiki\/microformats2-parsing-issues#implied_properties_when_an_explicit_class_is_provided"}
2015-10-05 16:32:13.377000 {"type":"message","timestamp":"1444062733.377000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"tommorris: tantek left you a message on 9\/18 at 4:26pm: all resolved issues with implementation(s) incorporated into the microformats2 parsing spec - take a look, see if you have any qs: http:\/\/microformats.org\/wiki\/index.php?title=microformats2-parsing&diff=65229&oldid=65090&rcid=101616"}
2015-10-05 16:33:01.805000 {"type":"message","timestamp":"1444062781.805000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"[@pypi_updates] mf2py 1.0.0: Python Microformats2 parser https:\/\/pypi.python.org\/pypi\/mf2py\/1.0.0 (http:\/\/twtr.io\/14bK5ZqEBC0)"}
2015-10-05 16:33:29.836000 {"type":"message","timestamp":"1444062809.836000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"[@tommorris] RT @pypi_updates: mf2py 1.0.0: Python Microformats2 parser https:\/\/pypi.python.org\/pypi\/mf2py\/1.0.0 (http:\/\/twtr.io\/14bK86_bBJQ)"}
2015-10-05 16:35:20.523000 {"type":"join","timestamp":"1444062920.523000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Soopaman","nickname":"Soopaman","name":"Soopaman","username":null},"content":"Soopaman joined #microformats"}
2015-10-05 16:40:27.554000 {"type":"join","timestamp":"1444063227.554000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"nitot","nickname":"nitot","name":"nitot","username":null},"content":"nitot joined #microformats"}
2015-10-05 16:45:34.359000 {"type":"join","timestamp":"1444063534.359000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Soopaman","nickname":"Soopaman","name":"Soopaman","username":null},"content":"Soopaman joined #microformats"}
2015-10-05 16:53:08.013000 {"type":"message","timestamp":"1444063988.013000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"[@artwisanggeni] #python mf2py 1.0.0: Python Microformats2 parser https:\/\/pypi.python.org\/pypi\/mf2py\/1.0.0 (http:\/\/twtr.io\/14bLu1bxchQ)"}
2015-10-05 16:58:03.030000 {"type":"message","timestamp":"1444064283.030000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"[@kylewmahan] RT @pypi_updates: mf2py 1.0.0: Python Microformats2 parser https:\/\/pypi.python.org\/pypi\/mf2py\/1.0.0 (http:\/\/twtr.io\/14bML8a45Yo)"}
2015-10-05 16:58:46.556000 {"type":"message","timestamp":"1444064326.556000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"[@codebear] RT @pypi_updates: mf2py 1.0.0: Python Microformats2 parser https:\/\/pypi.python.org\/pypi\/mf2py\/1.0.0 (http:\/\/twtr.io\/14bMQVexjKD)"}
2015-10-05 17:17:10.149000 {"type":"join","timestamp":"1444065430.149000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"nitot","nickname":"nitot","name":"nitot","username":null},"content":"nitot joined #microformats"}
2015-10-05 18:12:26.058000 {"type":"join","timestamp":"1444068746.058000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KartikPrabhu","nickname":"KartikPrabhu","name":"KartikPrabhu","username":null},"content":"KartikPrabhu joined #microformats"}
2015-10-05 18:31:21.294000 {"type":"join","timestamp":"1444069881.294000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"eschnou","nickname":"eschnou","name":"eschnou","username":null},"content":"eschnou joined #microformats"}
2015-10-05 18:31:28.303000 {"type":"join","timestamp":"1444069888.303000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"tantek","nickname":"tantek","name":"tantek","username":null},"content":"tantek joined #microformats"}
2015-10-05 19:08:19.612000 {"type":"join","timestamp":"1444072099.612000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KartikPrabhu","nickname":"KartikPrabhu","name":"KartikPrabhu","username":null},"content":"KartikPrabhu joined #microformats"}
2015-10-05 20:12:46.295000 {"type":"join","timestamp":"1444075966.295000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KartikPrabhu","nickname":"KartikPrabhu","name":"KartikPrabhu","username":null},"content":"KartikPrabhu joined #microformats"}
2015-10-05 20:14:50.343000 {"type":"message","timestamp":"1444076090.343000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"[@AllTheTwits] continues to proof-read the last few chapters of a microformats book (http:\/\/twtr.io\/14be22E9Vb0)"}
2015-10-05 20:52:29.226000 {"type":"join","timestamp":"1444078349.226000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Soopaman","nickname":"Soopaman","name":"Soopaman","username":null},"content":"Soopaman joined #microformats"}
2015-10-05 21:44:02.314000 {"type":"join","timestamp":"1444081442.314000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KevinMarks_","nickname":"KevinMarks_","name":"KevinMarks_","username":null},"content":"KevinMarks_ joined #microformats"}
2015-10-05 21:46:58.201000 {"type":"join","timestamp":"1444081618.201000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KartikPrabhu","nickname":"KartikPrabhu","name":"KartikPrabhu","username":null},"content":"KartikPrabhu joined #microformats"}
2015-10-05 21:55:23.434000 {"type":"join","timestamp":"1444082123.434000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KevinMarks_","nickname":"KevinMarks_","name":"KevinMarks_","username":null},"content":"KevinMarks_ joined #microformats"}
2015-10-05 22:07:08.503000 {"type":"join","timestamp":"1444082828.503000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"nitot","nickname":"nitot","name":"nitot","username":null},"content":"nitot joined #microformats"}
2015-10-05 22:25:29.454000 {"type":"join","timestamp":"1444083929.454000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"nitot","nickname":"nitot","name":"nitot","username":null},"content":"nitot joined #microformats"}
2015-10-05 22:43:33.092000 {"type":"join","timestamp":"1444085013.092000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"nitot","nickname":"nitot","name":"nitot","username":null},"content":"nitot joined #microformats"}
2015-10-05 23:01:37.852000 {"type":"join","timestamp":"1444086097.852000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"nitot","nickname":"nitot","name":"nitot","username":null},"content":"nitot joined #microformats"}
2015-10-05 23:11:12.457000 {"type":"join","timestamp":"1444086672.457000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"fuzzyhorns","nickname":"fuzzyhorns","name":"fuzzyhorns","username":null},"content":"fuzzyhorns joined #microformats"}
2015-10-05 23:19:44.588000 {"type":"join","timestamp":"1444087184.588000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"nitot","nickname":"nitot","name":"nitot","username":null},"content":"nitot joined #microformats"}
2015-10-05 23:35:27.226000 {"type":"message","timestamp":"1444088127.226000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"\u000314[[\u000307h-recipe\u000314]]\u00034 \u000310 \u000302http:\/\/microformats.org\/wiki\/index.php?title=h-recipe&diff=65244&oldid=65171&rcid=101631\u0003 \u00035*\u0003 \u000303Tantek\u0003 \u00035*\u0003 (+427) \u000310add p-category as replacement for hRecipe use of rel=tag (similar to existing h-entry, h-review etc.)\u0003"}
2015-10-05 23:37:50.846000 {"type":"join","timestamp":"1444088270.846000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"nitot","nickname":"nitot","name":"nitot","username":null},"content":"nitot joined #microformats"}
2015-10-05 23:45:56.018000 {"type":"message","timestamp":"1444088756.018000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"tantek","nickname":"tantek","name":"tantek","username":null},"content":"glennjones++ I just code reviewed all of microformats-shiv and the test suite it has along with it. oh my goodness what a thorough job."}
2015-10-05 23:45:57.606000 {"type":"message","timestamp":"1444088757.606000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"glennjones has 12 karma"}
2015-10-05 23:55:56.435000 {"type":"join","timestamp":"1444089356.435000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"nitot","nickname":"nitot","name":"nitot","username":null},"content":"nitot joined #microformats"}
