2021-03-10 00:56:30.600900 {"type":"join","timestamp":1615337790.6008954,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[KevinMarks]","nickname":"[KevinMarks]","username":"~slackuser","name":"KevinMarks via slack-irc-gateway","photo":"http:\/\/www.kevinmarks.com\/km.jpg","url":"http:\/\/kevinmarks.com","tz":"Europe\/London","host":"chat.indieweb.org"},"content":null,"modes":[]}
2021-03-10 01:47:06.428900 {"type":"join","timestamp":1615340826.4289234,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SpicoliWhiteDisc","nickname":"SpicoliWhiteDisc","username":"disco8463","name":"io.permaweb:_discord_613371531992760321","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-agnahcddqtgdnfts"},"content":null,"modes":[]}
2021-03-10 01:47:09.993500 {"type":"join","timestamp":1615340829.9935126,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"chmanieDiscord[4","nickname":"chmanieDiscord[4","username":"disco7258","name":"io.permaweb:_discord_478638931894861825","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-karylijvwagqnutb"},"content":null,"modes":[]}
2021-03-10 01:47:34.630700 {"type":"join","timestamp":1615340854.6307316,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[tantek]","nickname":"[tantek]","username":"~slackuser","name":"tantek via slack-irc-gateway","photo":"http:\/\/tantek.com\/logo.jpg","url":"http:\/\/Tantek.com","tz":"America\/Los_Angeles","host":"chat.indieweb.org"},"content":null,"modes":[]}
2021-03-10 01:47:36.434300 {"type":"join","timestamp":1615340856.434314,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"MMMMaggieDiscord","nickname":"MMMMaggieDiscord","username":"disco6968","name":"io.permaweb:_discord_557118774059204608","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ccafyhaubisaxksi"},"content":null,"modes":[]}
2021-03-10 01:47:37.447100 {"type":"join","timestamp":1615340857.4470665,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"hyde__Discord[m]","nickname":"hyde__Discord[m]","username":"disco7039","name":"io.permaweb:_discord_178555931926331392","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mesdzqyeftjfitpc"},"content":null,"modes":[]}
2021-03-10 01:48:09.389000 {"type":"join","timestamp":1615340889.3889737,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"h2Discord[m]","nickname":"h2Discord[m]","username":"disco6606","name":"io.permaweb:_discord_445786513876189185","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zyosaryrmcapzgrj"},"content":null,"modes":[]}
2021-03-10 01:48:32.970300 {"type":"join","timestamp":1615340912.9703248,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RyonezCoruscare0","nickname":"RyonezCoruscare0","username":"disco7058","name":"@_discord_158890632461549569:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pjauxdpmnkgdbgfm"},"content":null,"modes":[]}
2021-03-10 01:48:39.304100 {"type":"join","timestamp":1615340919.304081,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"richarddavisDisc","nickname":"richarddavisDisc","username":"disco9571","name":"io.permaweb:_discord_572177638077104130","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xakrzgdbulzqowfd"},"content":null,"modes":[]}
2021-03-10 01:49:12.438700 {"type":"join","timestamp":1615340952.4387305,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"KinnardDiscord[m","nickname":"KinnardDiscord[m","username":"disco7236","name":"io.permaweb:_discord_415567520913686539","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dzlhsdqgojobkove"},"content":null,"modes":[]}
2021-03-10 01:50:45.776300 {"type":"join","timestamp":1615341045.7763479,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gmelodieDiscord[","nickname":"gmelodieDiscord[","username":"disco7831","name":"io.permaweb:_discord_334042575704948737","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cgiclfaqwvgfarod"},"content":null,"modes":[]}
2021-03-10 01:50:46.031700 {"type":"join","timestamp":1615341046.0316646,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"hazDiscord[m]","nickname":"hazDiscord[m]","username":"disco7036","name":"io.permaweb:_discord_137643087919841280","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wqdhamhrnyirakal"},"content":null,"modes":[]}
2021-03-10 01:51:41.642500 {"type":"join","timestamp":1615341101.6425285,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"NastyEbilPiwateD","nickname":"NastyEbilPiwateD","username":"disco7144","name":"io.permaweb:_discord_207233900995543041","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-psrewulhudsazhie"},"content":null,"modes":[]}
2021-03-10 01:52:22.545200 {"type":"join","timestamp":1615341142.5451603,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"pranayDiscord[m]","nickname":"pranayDiscord[m]","username":"disco9556","name":"io.permaweb:_discord_577549894102024193","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fwhrpvkfoqxzolki"},"content":null,"modes":[]}
2021-03-10 01:54:16.081600 {"type":"join","timestamp":1615341256.0815537,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"virtual_vagrantD","nickname":"virtual_vagrantD","username":"disco9794","name":"@_discord_672990018372894721:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uarmretffocnumbz"},"content":null,"modes":[]}
2021-03-10 01:55:05.752500 {"type":"join","timestamp":1615341305.7525294,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"nyarlathotepDisc","nickname":"nyarlathotepDisc","username":"disco7163","name":"io.permaweb:_discord_391015671544414219","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gcarmnjcrkzuzqsk"},"content":null,"modes":[]}
2021-03-10 01:55:40.704100 {"type":"join","timestamp":1615341340.704141,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SnowballDiscord[","nickname":"SnowballDiscord[","username":"disco9633","name":"io.permaweb:_discord_655303124877049856","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ohtsyycjwaiaovzg"},"content":null,"modes":[]}
2021-03-10 01:56:47.331900 {"type":"join","timestamp":1615341407.331932,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gumshedDiscord[4","nickname":"gumshedDiscord[4","username":"disco9597","name":"io.permaweb:_discord_373312173906198530","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rtbnfjdvwzmuiter"},"content":null,"modes":[]}
2021-03-10 01:56:49.447500 {"type":"join","timestamp":1615341409.4475312,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"erlend_shDiscord","nickname":"erlend_shDiscord","username":"disco9557","name":"io.permaweb:_discord_110560857607413760","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tcufwbpvzpgbovik"},"content":null,"modes":[]}
2021-03-10 01:56:55.070800 {"type":"join","timestamp":1615341415.0707963,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"CyOp0x00Discord[","nickname":"CyOp0x00Discord[","username":"disco9455","name":"@_discord_408306212179017739:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rdnsbarbpzzzyyyx"},"content":null,"modes":[]}
2021-03-10 01:56:55.773400 {"type":"join","timestamp":1615341415.7734098,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RichardLittDisco","nickname":"RichardLittDisco","username":"disco7370","name":"@_discord_478226376068169753:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yinznqcbefbilfmu"},"content":null,"modes":[]}
2021-03-10 01:57:27.293400 {"type":"join","timestamp":1615341447.2933767,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"celsoDiscord[m]1","nickname":"celsoDiscord[m]1","username":"disco7230","name":"@_discord_543026738444369920:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xhwzvfmbxydsldqo"},"content":null,"modes":[]}
2021-03-10 01:58:15.572200 {"type":"join","timestamp":1615341495.5721853,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"macerbiDiscord[m","nickname":"macerbiDiscord[m","username":"disco7256","name":"@_discord_518392799926812672:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bmejfmptfozarjco"},"content":null,"modes":[]}
2021-03-10 01:58:31.232200 {"type":"join","timestamp":1615341511.2321517,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"celsoDiscord[m]","nickname":"celsoDiscord[m]","username":"disco7148","name":"io.permaweb:_discord_327775979860918275","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-anogjfhujoiszpas"},"content":null,"modes":[]}
2021-03-10 01:58:55.936300 {"type":"join","timestamp":1615341535.9362543,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ZipperSKDiscord4","nickname":"ZipperSKDiscord4","username":"disco8213","name":"io.permaweb:_discord_632123093753528320","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-imxczcvoqusvtotm"},"content":null,"modes":[]}
2021-03-10 01:59:27.059400 {"type":"join","timestamp":1615341567.0593693,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"icaruszDiscord[m","nickname":"icaruszDiscord[m","username":"disco9592","name":"@_discord_535509337175490560:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-alhonvzdmrxwhhfk"},"content":null,"modes":[]}
2021-03-10 01:59:47.454500 {"type":"join","timestamp":1615341587.454539,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"UsDiscord[m]","nickname":"UsDiscord[m]","username":"disco7234","name":"@_discord_508986388738473995:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bojunrydzqfcepcx"},"content":null,"modes":[]}
2021-03-10 01:59:59.776900 {"type":"join","timestamp":1615341599.7768505,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jmank88Discord[m","nickname":"jmank88Discord[m","username":"disco7165","name":"@_discord_494889102672527360:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ydyyqjlrlmsagals"},"content":null,"modes":[]}
2021-03-10 02:02:28.959500 {"type":"join","timestamp":1615341748.9594772,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Imnotsoimpressed","nickname":"Imnotsoimpressed","username":"disco9248","name":"io.permaweb:_discord_637255686794772490","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fgwavvsaodbbeneq"},"content":null,"modes":[]}
2021-03-10 03:46:54.822000 {"type":"join","timestamp":1615348014.821972,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[schmarty]","nickname":"[schmarty]","username":"~slackuser","name":"schmarty via slack-irc-gateway","photo":"https:\/\/martymcgui.re\/img\/logo.jpg","url":"http:\/\/martymcgui.re","tz":"America\/New_York","host":"chat.indieweb.org"},"content":null,"modes":[]}
2021-03-10 04:08:38.999200 {"type":"join","timestamp":1615349318.9992287,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"CombatVet","nickname":"CombatVet","username":"~c4","name":"dd if=\/dev\/urandom of=\/dev\/sda","photo":null,"url":null,"tz":null,"host":"gateway\/tor-sasl\/combatvet"},"content":null,"modes":[]}
2021-03-10 04:33:13.102500 {"type":"join","timestamp":1615350793.1025176,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"enge","nickname":"enge","username":"~enge","name":null,"photo":null,"url":null,"tz":null,"host":"200.8.5.86"},"content":null,"modes":[]}
2021-03-10 04:33:19.867500 {"type":"message","timestamp":1615350799.8675082,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"enge","nickname":"enge","username":"~enge","name":null,"photo":null,"url":null,"tz":null,"host":"200.8.5.86"},"content":"vvv","modes":[]}
2021-03-10 04:34:03.418900 {"type":"message","timestamp":1615350843.41888,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"enge","nickname":"enge","username":"~enge","name":null,"photo":null,"url":null,"tz":null,"host":"200.8.5.86"},"content":"vvvvv","modes":[]}
2021-03-10 04:49:40.534000 {"type":"join","timestamp":1615351780.534025,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[snarfed]","nickname":"[snarfed]","username":"~slackuser","name":"snarfed via slack-irc-gateway","photo":null,"url":"http:\/\/snarfed.org","tz":"America\/Los_Angeles","host":"chat.indieweb.org"},"content":null,"modes":[]}
2021-03-10 06:18:55.561300 {"type":"join","timestamp":1615357135.561271,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[fluffy]","nickname":"[fluffy]","username":"~slackuser","name":"fluffy via slack-irc-gateway","photo":"https:\/\/beesbuzz.biz\/static\/headshot.jpg","url":"http:\/\/beesbuzz.biz","tz":"America\/Los_Angeles","host":"chat.indieweb.org"},"content":null,"modes":[]}
2021-03-10 09:22:08.127600 {"type":"join","timestamp":1615368128.127553,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jeremych_","nickname":"jeremych_","username":"~textual","name":null,"photo":null,"url":null,"tz":null,"host":"93.48.241.48"},"content":null,"modes":[]}
2021-03-10 09:42:27.632900 {"type":"join","timestamp":1615369347.6328635,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SpearRaven","nickname":"SpearRaven","username":"~user","name":null,"photo":null,"url":null,"tz":null,"host":"167-179-156-177.a7b39c.syd.nbn.aussiebb.net"},"content":null,"modes":[]}
2021-03-10 10:29:19.163300 {"type":"message","timestamp":1615372159.1632514,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jeremycherfas","nickname":"jeremycherfas","username":"~jeremy","name":"ZNC - https:\/\/znc.in","photo":null,"url":null,"tz":null,"host":"jeremy.powered.by.lunarbnc.net"},"content":"https:\/\/github.com\/idno\/known\/issues\/2910","modes":[]}
2021-03-10 10:29:40.439700 {"type":"message","timestamp":1615372180.439745,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Loqi","nickname":"Loqi","username":"Loqi","name":"Loqi","photo":null,"url":null,"tz":null,"host":null},"content":"[jeremycherfas] #2910 Known is encoding HTML tags when posting via micropub","modes":[]}
2021-03-10 10:41:15.357100 {"type":"leave","timestamp":1615372875.3570986,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SpearRaven","nickname":"SpearRaven","username":"~user","name":null,"photo":null,"url":null,"tz":null,"host":"167-179-156-177.a7b39c.syd.nbn.aussiebb.net"},"content":null,"modes":[]}
2021-03-10 10:48:37.268600 {"type":"join","timestamp":1615373317.2686243,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"manfredDiscord[m","nickname":"manfredDiscord[m","username":"disco7033","name":"io.permaweb:_discord_263655035743764480","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uucphjbrkbhmqooj"},"content":null,"modes":[]}
2021-03-10 11:30:16.953200 {"type":"join","timestamp":1615375816.9532046,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"NastyEbilPiwateD","nickname":"NastyEbilPiwateD","username":"disco7144","name":"io.permaweb:_discord_207233900995543041","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wgheqeplnwdupnmo"},"content":null,"modes":[]}
2021-03-10 11:30:17.069000 {"type":"join","timestamp":1615375817.0690303,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"PerinDiscord[m]","nickname":"PerinDiscord[m]","username":"disco9567","name":"io.permaweb:_discord_214771927368073217","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dkhyaakdtwvpeviw"},"content":null,"modes":[]}
2021-03-10 11:30:17.130800 {"type":"join","timestamp":1615375817.130807,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"atj[m]","nickname":"atj[m]","username":"atjmatrixo","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yahmxctnqduzlfjj"},"content":null,"modes":[]}
2021-03-10 11:30:17.129500 {"type":"join","timestamp":1615375817.1294906,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"l^discordDiscord","nickname":"l^discordDiscord","username":"disco7227","name":"io.permaweb:_discord_408671790756528128","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bpgeaaprirafyzdk"},"content":null,"modes":[]}
2021-03-10 11:30:17.205500 {"type":"join","timestamp":1615375817.2055416,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"MasonDiscord[m]","nickname":"MasonDiscord[m]","username":"disco9301","name":"io.permaweb:_discord_420259227567783936","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ihnvolvaxjmtqyys"},"content":null,"modes":[]}
2021-03-10 11:30:17.206900 {"type":"join","timestamp":1615375817.2068677,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"BossMANDiscord[m","nickname":"BossMANDiscord[m","username":"disco7050","name":"@_discord_249750445864648704:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jjzajcgfprguhwlm"},"content":null,"modes":[]}
2021-03-10 11:30:17.278000 {"type":"join","timestamp":1615375817.2780151,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ksDiscord[m]","nickname":"ksDiscord[m]","username":"disco7247","name":"io.permaweb:_discord_570017276187901954","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nlogyfhykgqkwggj"},"content":null,"modes":[]}
2021-03-10 11:30:17.343900 {"type":"join","timestamp":1615375817.343875,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"panDiscord[m]","nickname":"panDiscord[m]","username":"disco7178","name":"io.permaweb:_discord_532353457970085906","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pplhibweqjnvpgam"},"content":null,"modes":[]}
2021-03-10 11:30:17.539600 {"type":"join","timestamp":1615375817.5396311,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"johanhermanDisc4","nickname":"johanhermanDisc4","username":"disco7252","name":"io.permaweb:_discord_414810288345317398","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mahsqubkhaplpqwj"},"content":null,"modes":[]}
2021-03-10 11:30:17.659100 {"type":"join","timestamp":1615375817.6591215,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"rappelDiscord[m]","nickname":"rappelDiscord[m]","username":"disco7159","name":"io.permaweb:_discord_512877243719090194","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wokdqewebcyllabm"},"content":null,"modes":[]}
2021-03-10 11:30:17.659900 {"type":"join","timestamp":1615375817.6598804,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"h2Discord[m]","nickname":"h2Discord[m]","username":"disco6606","name":"io.permaweb:_discord_445786513876189185","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-couuiiagtonljzod"},"content":null,"modes":[]}
2021-03-10 11:30:17.842200 {"type":"join","timestamp":1615375817.8421624,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"pranayDiscord[m]","nickname":"pranayDiscord[m]","username":"disco9556","name":"io.permaweb:_discord_577549894102024193","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lhusazxidjjqjyyr"},"content":null,"modes":[]}
2021-03-10 11:30:17.836200 {"type":"join","timestamp":1615375817.8361907,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"WesDiscord[m]","nickname":"WesDiscord[m]","username":"disco8333","name":"@_discord_438141755871985664:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-szyhryerlpiwoynt"},"content":null,"modes":[]}
2021-03-10 11:30:17.848800 {"type":"join","timestamp":1615375817.8487928,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"megadogberthehim","nickname":"megadogberthehim","username":"disco7169","name":"io.permaweb:_discord_330375577221595138","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-sbdwbqcwpawnqgxd"},"content":null,"modes":[]}
2021-03-10 11:30:17.934800 {"type":"join","timestamp":1615375817.9347615,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"anthony-albertor","nickname":"anthony-albertor","username":"disco7825","name":"io.permaweb:_discord_513851433980919811","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-serpcaegcjtzfpmq"},"content":null,"modes":[]}
2021-03-10 11:30:18.025500 {"type":"join","timestamp":1615375818.025525,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"GuillaumeDiscord","nickname":"GuillaumeDiscord","username":"disco7093","name":"io.permaweb:_discord_407245129632448513","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wxswummodiaadgst"},"content":null,"modes":[]}
