2014-07-25 00:41:49.000000 {"type":"join","timestamp":"1406248909.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KartikPrabhu","nickname":"KartikPrabhu","name":"KartikPrabhu","username":null},"content":"KartikPrabhu joined #microformats"}
2014-07-25 08:14:58.000000 {"type":"join","timestamp":"1406276098.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"RCheesley_","nickname":"RCheesley_","name":"RCheesley_","username":null},"content":"RCheesley_ joined #microformats"}
2014-07-25 08:43:47.000000 {"type":"join","timestamp":"1406277827.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"trendynick_","nickname":"trendynick_","name":"trendynick_","username":null},"content":"trendynick_ joined #microformats"}
2014-07-25 08:45:11.000000 {"type":"join","timestamp":"1406277911.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"pfefferle_","nickname":"pfefferle_","name":"pfefferle_","username":null},"content":"pfefferle_ joined #microformats"}
2014-07-25 08:58:33.000000 {"type":"join","timestamp":"1406278713.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"barnabywalters","nickname":"barnabywalters","name":"barnabywalters","username":null},"content":"barnabywalters joined #microformats"}
2014-07-25 09:58:32.000000 {"type":"join","timestamp":"1406282312.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"adactio","nickname":"adactio","name":"adactio","username":null},"content":"adactio joined #microformats"}
2014-07-25 10:46:59.000000 {"type":"join","timestamp":"1406285219.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"robmorrissey","nickname":"robmorrissey","name":"robmorrissey","username":null},"content":"robmorrissey joined #microformats"}
2014-07-25 10:55:33.000000 {"type":"join","timestamp":"1406285733.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"pfefferle","nickname":"pfefferle","name":"pfefferle","username":null},"content":"pfefferle joined #microformats"}
2014-07-25 12:09:49.000000 {"type":"join","timestamp":"1406290189.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"pfefferle","nickname":"pfefferle","name":"pfefferle","username":null},"content":"pfefferle joined #microformats"}
2014-07-25 12:38:43.000000 {"type":"join","timestamp":"1406291923.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"pfefferle","nickname":"pfefferle","name":"pfefferle","username":null},"content":"pfefferle joined #microformats"}
2014-07-25 12:43:20.000000 {"type":"message","timestamp":"1406292200.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"[@NoodweerBe] @HerrieJ via Google webmaster tools. Blijkt dat Google die gestructureerde gegevens (Hcard) nodig heeft voor vlottere indexering. (http:\/\/twtr.io\/ot7CzHqH1s)"}
2014-07-25 13:10:35.000000 {"type":"join","timestamp":"1406293835.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"TallTed","nickname":"TallTed","name":"TallTed","username":null},"content":"TallTed joined #microformats"}
2014-07-25 14:08:26.000000 {"type":"join","timestamp":"1406297306.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"robmorrissey","nickname":"robmorrissey","name":"robmorrissey","username":null},"content":"robmorrissey joined #microformats"}
2014-07-25 14:16:59.000000 {"type":"join","timestamp":"1406297819.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"robmorrissey","nickname":"robmorrissey","name":"robmorrissey","username":null},"content":"robmorrissey joined #microformats"}
2014-07-25 14:48:30.000000 {"type":"join","timestamp":"1406299710.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"gRegor`","nickname":"gRegor`","name":"gRegor`","username":null},"content":"gRegor` joined #microformats"}
2014-07-25 14:53:52.000000 {"type":"join","timestamp":"1406300032.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"RCheesley_","nickname":"RCheesley_","name":"RCheesley_","username":null},"content":"RCheesley_ joined #microformats"}
2014-07-25 15:07:08.000000 {"type":"join","timestamp":"1406300828.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"robmorrissey","nickname":"robmorrissey","name":"robmorrissey","username":null},"content":"robmorrissey joined #microformats"}
2014-07-25 15:20:50.000000 {"type":"join","timestamp":"1406301650.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"krendil","nickname":"krendil","name":"krendil","username":null},"content":"krendil joined #microformats"}
2014-07-25 15:36:32.000000 {"type":"join","timestamp":"1406302592.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"pfefferle_","nickname":"pfefferle_","name":"pfefferle_","username":null},"content":"pfefferle_ joined #microformats"}
2014-07-25 15:48:42.000000 {"type":"join","timestamp":"1406303322.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"tantek","nickname":"tantek","name":"tantek","username":null},"content":"tantek joined #microformats"}
2014-07-25 15:51:30.000000 {"type":"join","timestamp":"1406303490.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"pfefferle_","nickname":"pfefferle_","name":"pfefferle_","username":null},"content":"pfefferle_ joined #microformats"}
2014-07-25 16:49:31.000000 {"type":"join","timestamp":"1406306971.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"philipashlock","nickname":"philipashlock","name":"philipashlock","username":null},"content":"philipashlock joined #microformats"}
2014-07-25 18:06:56.000000 {"type":"join","timestamp":"1406311616.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"gRegor`","nickname":"gRegor`","name":"gRegor`","username":null},"content":"gRegor` joined #microformats"}
2014-07-25 18:29:07.000000 {"type":"message","timestamp":"1406312947.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"[@sun_social] Quickly Add Hreview Markup In Blog To Get More Quality Traffic From Google http:\/\/www.trickseek.com\/2014\/07\/hreview-markup-blogger.html (http:\/\/twtr.io\/otdJJjcc40)"}
2014-07-25 19:22:00.000000 {"type":"join","timestamp":"1406316120.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KartikPrabhu1","nickname":"KartikPrabhu1","name":"KartikPrabhu1","username":null},"content":"KartikPrabhu1 joined #microformats"}
2014-07-25 19:43:49.000000 {"type":"join","timestamp":"1406317429.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"tantek","nickname":"tantek","name":"tantek","username":null},"content":"tantek joined #microformats"}
2014-07-25 20:33:26.000000 {"type":"join","timestamp":"1406320406.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Rastus_Vernon","nickname":"Rastus_Vernon","name":"Rastus_Vernon","username":null},"content":"Rastus_Vernon joined #microformats"}
2014-07-25 20:34:38.000000 {"type":"join","timestamp":"1406320478.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"tantek","nickname":"tantek","name":"tantek","username":null},"content":"tantek joined #microformats"}
2014-07-25 22:46:24.000000 {"type":"join","timestamp":"1406328384.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KevinMarks_","nickname":"KevinMarks_","name":"KevinMarks_","username":null},"content":"KevinMarks_ joined #microformats"}
2014-07-25 22:51:07.000000 {"type":"join","timestamp":"1406328667.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KevinMarks_","nickname":"KevinMarks_","name":"KevinMarks_","username":null},"content":"KevinMarks_ joined #microformats"}
2014-07-25 23:20:16.000000 {"type":"join","timestamp":"1406330416.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"chiui","nickname":"chiui","name":"chiui","username":null},"content":"chiui joined #microformats"}
2014-07-25 23:21:18.000000 {"type":"join","timestamp":"1406330478.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"edsu_","nickname":"edsu_","name":"edsu_","username":null},"content":"edsu_ joined #microformats"}
2014-07-25 23:21:19.000000 {"type":"join","timestamp":"1406330479.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"edsu_","nickname":"edsu_","name":"edsu_","username":null},"content":"edsu_ joined #microformats"}
