2020-09-30 00:10:13.299300 {"type":"join","timestamp":1601424613.2993407,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[schmarty]","nickname":"[schmarty]","username":"~slackuser","name":null,"photo":"https:\/\/martymcgui.re\/img\/logo.jpg","url":"http:\/\/martymcgui.re","tz":"America\/New_York","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-09-30 01:28:58.307100 {"type":"join","timestamp":1601429338.3071425,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"kanejDiscord[m]","nickname":"kanejDiscord[m]","username":"disco7031","name":"@_discord_483909468208365581:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cftlapvktktagivy"},"content":null,"modes":[]}
2020-09-30 01:28:58.555400 {"type":"join","timestamp":1601429338.5554173,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"rklaehnDiscord[m","nickname":"rklaehnDiscord[m","username":"disco7109","name":"@_discord_593491230352998421:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mscuctekcntfjjaq"},"content":null,"modes":[]}
2020-09-30 01:29:00.052000 {"type":"join","timestamp":1601429340.0519896,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"cam4507[m]","nickname":"cam4507[m]","username":"disco8706","name":"@_discord_346820152446418945:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pfduoruohdxjosyl"},"content":null,"modes":[]}
2020-09-30 01:29:05.263900 {"type":"join","timestamp":1601429345.2639139,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"neohexDiscord[m]","nickname":"neohexDiscord[m]","username":"disco7127","name":"@_discord_445577380506107915:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vhbjntxqobdsadwz"},"content":null,"modes":[]}
2020-09-30 01:29:05.467800 {"type":"join","timestamp":1601429345.4678454,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gregjeanmartDisc","nickname":"gregjeanmartDisc","username":"disco6744","name":"@_discord_266652994278391808:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lszwqnibkclgdmyu"},"content":null,"modes":[]}
2020-09-30 01:29:08.025200 {"type":"join","timestamp":1601429348.0252478,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"sekiDiscord[m]2","nickname":"sekiDiscord[m]2","username":"discord607","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yxoarymcbirarbps"},"content":null,"modes":[]}
2020-09-30 01:29:28.795900 {"type":"join","timestamp":1601429368.795933,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"efnDiscord[m]","nickname":"efnDiscord[m]","username":"disco8505","name":"@_discord_476696788376748053:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gqvmdollqelmorri"},"content":null,"modes":[]}
2020-09-30 01:29:29.169900 {"type":"join","timestamp":1601429369.1698844,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"wossDiscord[m]","nickname":"wossDiscord[m]","username":"disco9570","name":"@_discord_534025353165930496:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dohmviziqvlrfnxo"},"content":null,"modes":[]}
2020-09-30 01:29:29.625600 {"type":"join","timestamp":1601429369.6255617,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"william_shakesDi","nickname":"william_shakesDi","username":"disco7389","name":"@_discord_151577783942774790:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jlphhqqfncvokigq"},"content":null,"modes":[]}
2020-09-30 01:29:31.152800 {"type":"join","timestamp":1601429371.1528406,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"xtream1101Discor","nickname":"xtream1101Discor","username":"disco7185","name":"@_discord_518929143254220800:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ogtwqcuhvpgcheoj"},"content":null,"modes":[]}
2020-09-30 01:29:31.903100 {"type":"join","timestamp":1601429371.9030614,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RomainDiscord[m]","nickname":"RomainDiscord[m]","username":"disco7573","name":"@_discord_591579881742008330:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nxhxedsuivkcbsfm"},"content":null,"modes":[]}
2020-09-30 01:29:32.107600 {"type":"join","timestamp":1601429372.1075647,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"cannabysDiscord[","nickname":"cannabysDiscord[","username":"disco7547","name":"@_discord_354038778396147712:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-iaymeqiolssokabd"},"content":null,"modes":[]}
2020-09-30 01:30:49.297000 {"type":"join","timestamp":1601429449.2969775,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ianlopshireDisco","nickname":"ianlopshireDisco","username":"disco9370","name":"@_discord_665247055379431434:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rdszteffuaqfjxhk"},"content":null,"modes":[]}
2020-09-30 01:30:50.763000 {"type":"join","timestamp":1601429450.7629547,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ddahlDiscord[m]","nickname":"ddahlDiscord[m]","username":"disco7133","name":"@_discord_568250895360589845:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-eebrcikwpljzwpwq"},"content":null,"modes":[]}
2020-09-30 01:30:51.174400 {"type":"join","timestamp":1601429451.1744268,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Imnotsoimpressed","nickname":"Imnotsoimpressed","username":"disco9248","name":"@_discord_637255686794772490:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-voposwwowmthmatq"},"content":null,"modes":[]}
2020-09-30 01:30:51.446600 {"type":"join","timestamp":1601429451.4466393,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"TianyiDiscord[m]","nickname":"TianyiDiscord[m]","username":"disco7083","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fzslyehhhacwspor"},"content":null,"modes":[]}
2020-09-30 01:30:52.905600 {"type":"join","timestamp":1601429452.9055955,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"reddDiscord[m]","nickname":"reddDiscord[m]","username":"disco9558","name":"@_discord_544486565150326785:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uflhqjdtbdenxsie"},"content":null,"modes":[]}
2020-09-30 01:30:53.106200 {"type":"join","timestamp":1601429453.1062384,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"pps96Discord[m]","nickname":"pps96Discord[m]","username":"disco7168","name":"@_discord_461230223606808576:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yciigxkvhbrvpqnp"},"content":null,"modes":[]}
2020-09-30 01:31:02.203300 {"type":"join","timestamp":1601429462.2033205,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jmank88Discord[m","nickname":"jmank88Discord[m","username":"disco7165","name":"@_discord_494889102672527360:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hkemswxzxichnzqr"},"content":null,"modes":[]}
2020-09-30 01:31:08.481700 {"type":"join","timestamp":1601429468.4816885,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"IPFSFanDiscord[m","nickname":"IPFSFanDiscord[m","username":"disco8170","name":"@_discord_630922346810834955:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ltfvqlcrnwxxadvu"},"content":null,"modes":[]}
2020-09-30 01:31:09.252300 {"type":"join","timestamp":1601429469.2522643,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"bengoDiscord[m]","nickname":"bengoDiscord[m]","username":"disco6722","name":"@_discord_602622661125996545:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lltnlkzzwunnzsvz"},"content":null,"modes":[]}
2020-09-30 01:31:09.587900 {"type":"join","timestamp":1601429469.5879467,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"MesaDiscord[m]","nickname":"MesaDiscord[m]","username":"disco7186","name":"@_discord_574321990320652318:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ubeiagblgvzzuxyt"},"content":null,"modes":[]}
2020-09-30 01:31:09.953100 {"type":"join","timestamp":1601429469.9530797,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"WellinkDiscord[m","nickname":"WellinkDiscord[m","username":"disco9688","name":"@_discord_93736791051350016:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rimqoirrkliyouan"},"content":null,"modes":[]}
2020-09-30 01:31:16.063300 {"type":"join","timestamp":1601429476.0633488,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"celso[m]","nickname":"celso[m]","username":"disco6409","name":"@_discord_543026738444369920:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ktpcsdoljffgenqd"},"content":null,"modes":[]}
2020-09-30 01:31:29.945000 {"type":"join","timestamp":1601429489.9449975,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JayWelsh0845[m]","nickname":"JayWelsh0845[m]","username":"disco7042","name":"@_discord_223439370558898176:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bmpusrxajriojtqz"},"content":null,"modes":[]}
2020-09-30 01:31:35.268300 {"type":"join","timestamp":1601429495.268298,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Rick[m]1","nickname":"Rick[m]1","username":"disco6441","name":"@_discord_491023141477416981:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nktwqjxoveacdvvo"},"content":null,"modes":[]}
2020-09-30 01:32:06.554900 {"type":"join","timestamp":1601429526.5548558,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ngamboaDiscord[m","nickname":"ngamboaDiscord[m","username":"disco7261","name":"@_discord_568124351019352085:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-csoevetikrkifmgr"},"content":null,"modes":[]}
2020-09-30 01:33:03.650500 {"type":"join","timestamp":1601429583.650549,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"watDiscord[m]","nickname":"watDiscord[m]","username":"discord619","name":"@_discord_619222985852715021:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zqvxosemvuylvigo"},"content":null,"modes":[]}
2020-09-30 01:33:13.560500 {"type":"join","timestamp":1601429593.5604503,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"olizillaDiscord[","nickname":"olizillaDiscord[","username":"disco7108","name":"@_discord_565491610423394304:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ywktxwhutvngiczd"},"content":null,"modes":[]}
2020-09-30 01:33:23.019400 {"type":"join","timestamp":1601429603.0193615,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"sbpDiscord[m]","nickname":"sbpDiscord[m]","username":"disco7121","name":"@_discord_571662505391292427:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qrekloqixtohxojr"},"content":null,"modes":[]}
2020-09-30 01:34:04.266900 {"type":"join","timestamp":1601429644.2669404,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"AmineDiscord[m]1","nickname":"AmineDiscord[m]1","username":"disco8330","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qsoptvjntwngfwhl"},"content":null,"modes":[]}
2020-09-30 01:34:08.332100 {"type":"join","timestamp":1601429648.3320642,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"KeegenDiscord[m]","nickname":"KeegenDiscord[m]","username":"disco7248","name":"@_discord_594136657402527745:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bkejctjlrdfxttlt"},"content":null,"modes":[]}
2020-09-30 01:34:17.824000 {"type":"join","timestamp":1601429657.8239872,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gumshedDiscord[m","nickname":"gumshedDiscord[m","username":"disco9597","name":"@_discord_373312173906198530:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bsxsihzckmmrhjgh"},"content":null,"modes":[]}
2020-09-30 01:34:18.345200 {"type":"join","timestamp":1601429658.3452137,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"nek11Discord[m]","nickname":"nek11Discord[m]","username":"disco9802","name":"@_discord_604622209578696704:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wgsypofzawxxncnx"},"content":null,"modes":[]}
2020-09-30 01:34:18.346700 {"type":"join","timestamp":1601429658.3467052,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JungleHeartDisco","nickname":"JungleHeartDisco","username":"disco7154","name":"@_discord_368821835308990465:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-sbobfzxtbrgthkxk"},"content":null,"modes":[]}
2020-09-30 01:34:18.777100 {"type":"join","timestamp":1601429658.7770755,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"pankajmendkiDisc","nickname":"pankajmendkiDisc","username":"disco9309","name":"@_discord_480234658420883456:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dqnohjyxwzezfzpb"},"content":null,"modes":[]}
2020-09-30 01:34:21.895900 {"type":"join","timestamp":1601429661.8959446,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"itsmekntDiscord[","nickname":"itsmekntDiscord[","username":"disco7350","name":"@_discord_316914610366054402:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-muwahbyqnbdnljbg"},"content":null,"modes":[]}
2020-09-30 01:34:23.689500 {"type":"join","timestamp":1601429663.6894562,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"anthony-albertor","nickname":"anthony-albertor","username":"disco7825","name":"@_discord_513851433980919811:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ufckynaldxsefjih"},"content":null,"modes":[]}
