2021-05-14 00:02:47.771000 {"type":"join","timestamp":1620950567.77103,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[KevinMarks]","nickname":"[KevinMarks]","username":"~slackuser","name":null,"photo":"http:\/\/www.kevinmarks.com\/km.jpg","url":"http:\/\/kevinmarks.com","tz":"Europe\/London","host":"chat.indieweb.org"},"content":null,"modes":[]}
2021-05-14 08:42:32.356300 {"type":"join","timestamp":1620981752.3562894,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"HenniDiscord[m]","nickname":"HenniDiscord[m]","username":"disco9561","name":"io.permaweb:_discord_668752672744144896","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wkfktfkudiazosso"},"content":null,"modes":[]}
2021-05-14 08:42:32.708900 {"type":"join","timestamp":1620981752.7089434,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Dby0Discord[m]","nickname":"Dby0Discord[m]","username":"disco6941","name":"io.permaweb:_discord_588722129558700042","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bcvitnkwsoshlnkn"},"content":null,"modes":[]}
2021-05-14 08:42:53.967300 {"type":"join","timestamp":1620981773.9672606,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"wossDiscord[m]","nickname":"wossDiscord[m]","username":"disco9570","name":"io.permaweb:_discord_534025353165930496","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-usdpwhhvpdknqapa"},"content":null,"modes":[]}
2021-05-14 08:42:56.236400 {"type":"join","timestamp":1620981776.236437,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"tttDiscord[m]","nickname":"tttDiscord[m]","username":"disco9791","name":"io.permaweb:_discord_672905867737169938","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mjmqpwuahnwysopb"},"content":null,"modes":[]}
2021-05-14 08:42:59.387600 {"type":"join","timestamp":1620981779.3875954,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Akshay[m]","nickname":"Akshay[m]","username":"disco6368","name":"com.getepona:_discord_540456044657377291","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jlmxxlulugreneft"},"content":null,"modes":[]}
2021-05-14 08:43:05.916800 {"type":"join","timestamp":1620981785.916828,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"bitspillDiscord[","nickname":"bitspillDiscord[","username":"disco7192","name":"io.permaweb:_discord_464479719316914176","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-igvxopomglqrodiw"},"content":null,"modes":[]}
2021-05-14 08:43:15.012300 {"type":"join","timestamp":1620981795.0122638,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"celso[m]1","nickname":"celso[m]1","username":"disco6409","name":"com.getepona:_discord_543026738444369920","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pktapjmzrnsjhgvv"},"content":null,"modes":[]}
2021-05-14 08:43:15.280600 {"type":"join","timestamp":1620981795.2805598,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"koivunejDiscord[","nickname":"koivunejDiscord[","username":"disco8645","name":"io.permaweb:_discord_609654755786096652","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uapwgkhbrodmdbmt"},"content":null,"modes":[]}
2021-05-14 08:43:15.336700 {"type":"join","timestamp":1620981795.336709,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"PamileissonDisco","nickname":"PamileissonDisco","username":"disco7217","name":"io.permaweb:_discord_542772561549852693","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hpdxwvlmvrsyscub"},"content":null,"modes":[]}
2021-05-14 08:43:16.192100 {"type":"join","timestamp":1620981796.192102,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"richarddavisDisc","nickname":"richarddavisDisc","username":"disco9571","name":"io.permaweb:_discord_572177638077104130","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vjgoiuhsnnndrjsu"},"content":null,"modes":[]}
2021-05-14 08:43:16.248400 {"type":"join","timestamp":1620981796.2483685,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jimpickDiscord[m","nickname":"jimpickDiscord[m","username":"disco7145","name":"io.permaweb:_discord_418195734320381952","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-agvtkpszbqmaefka"},"content":null,"modes":[]}
2021-05-14 08:43:16.321200 {"type":"join","timestamp":1620981796.3212214,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"chmanieDiscord[m","nickname":"chmanieDiscord[m","username":"disco7258","name":"io.permaweb:_discord_205028639492931584","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ybrswtdrkgiggksw"},"content":null,"modes":[]}
2021-05-14 08:43:36.215000 {"type":"join","timestamp":1620981816.2150264,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"raisDiscord[m]","nickname":"raisDiscord[m]","username":"disco8319","name":"io.permaweb:_discord_337797467913322507","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mrzdjapwddsbfckh"},"content":null,"modes":[]}
2021-05-14 08:43:40.901700 {"type":"join","timestamp":1620981820.901667,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"WesDiscord[m]","nickname":"WesDiscord[m]","username":"disco8333","name":"io.permaweb:_discord_438141755871985664","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xucdujawiggvkkde"},"content":null,"modes":[]}
2021-05-14 08:43:59.815600 {"type":"join","timestamp":1620981839.8155696,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"scandichainDisco","nickname":"scandichainDisco","username":"disco9485","name":"io.permaweb:_discord_399957118725390337","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cnrmelwyfpgjmjol"},"content":null,"modes":[]}
2021-05-14 08:44:00.240700 {"type":"join","timestamp":1620981840.2407348,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"IPFSFanDiscord[m","nickname":"IPFSFanDiscord[m","username":"disco8170","name":"io.permaweb:_discord_630922346810834955","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ythihlsrbzikpmdk"},"content":null,"modes":[]}
2021-05-14 08:44:17.610600 {"type":"join","timestamp":1620981857.6106484,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ithithDiscord[m]","nickname":"ithithDiscord[m]","username":"disco7229","name":"io.permaweb:_discord_413006889584951297","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-aupflxllpwdwgigj"},"content":null,"modes":[]}
2021-05-14 08:44:18.384800 {"type":"join","timestamp":1620981858.3847754,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"kanejDiscord[m]","nickname":"kanejDiscord[m]","username":"disco7031","name":"io.permaweb:_discord_483909468208365581","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-knlgrcsvzddevwuw"},"content":null,"modes":[]}
2021-05-14 08:44:33.254400 {"type":"join","timestamp":1620981873.2544236,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jenncloudDiscord","nickname":"jenncloudDiscord","username":"disco7175","name":"io.permaweb:_discord_387416548018749440","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jbtjblpyohflxjra"},"content":null,"modes":[]}
2021-05-14 08:44:50.486700 {"type":"join","timestamp":1620981890.4867387,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"PhillmacDiscord[","nickname":"PhillmacDiscord[","username":"disco7086","name":"io.permaweb:_discord_159657566584963072","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-epimsyryarstrenw"},"content":null,"modes":[]}
2021-05-14 08:44:55.079100 {"type":"join","timestamp":1620981895.0791368,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"thomasDiscord[m]","nickname":"thomasDiscord[m]","username":"disco7077","name":"io.permaweb:_discord_336146903399923713","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-glqmteydmqpodzzz"},"content":null,"modes":[]}
2021-05-14 08:45:22.716100 {"type":"join","timestamp":1620981922.7160728,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"sprayDiscord[m]","nickname":"sprayDiscord[m]","username":"discord75","name":"io.permaweb:_discord_76788012112936960","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kzjquzxigvukihbp"},"content":null,"modes":[]}
2021-05-14 08:45:22.833200 {"type":"join","timestamp":1620981922.8332152,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"koalalorenzoDisc","nickname":"koalalorenzoDisc","username":"disco7162","name":"io.permaweb:_discord_245124797044883456","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nxyvjgfifpjstbgm"},"content":null,"modes":[]}
2021-05-14 08:45:39.213900 {"type":"join","timestamp":1620981939.2138596,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"william_shakesDi","nickname":"william_shakesDi","username":"disco7389","name":"io.permaweb:_discord_151577783942774790","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jhmazpxsemgepvnz"},"content":null,"modes":[]}
2021-05-14 08:45:41.138400 {"type":"join","timestamp":1620981941.1384408,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"rappelDiscord[m]","nickname":"rappelDiscord[m]","username":"disco7159","name":"io.permaweb:_discord_512877243719090194","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yeenpfsseeaqebea"},"content":null,"modes":[]}
2021-05-14 08:45:48.248300 {"type":"join","timestamp":1620981948.2482884,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"nyarlathotepDisc","nickname":"nyarlathotepDisc","username":"disco7163","name":"io.permaweb:_discord_391015671544414219","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ygrmicvezpklvodn"},"content":null,"modes":[]}
2021-05-14 08:45:54.601600 {"type":"join","timestamp":1620981954.6015608,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"EdmundMDiscord[m","nickname":"EdmundMDiscord[m","username":"disco7212","name":"io.permaweb:_discord_206801364733526017","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-reodocdvnksarxqc"},"content":null,"modes":[]}
2021-05-14 08:45:59.072500 {"type":"join","timestamp":1620981959.072475,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"cannabysDiscord[","nickname":"cannabysDiscord[","username":"disco7547","name":"io.permaweb:_discord_354038778396147712","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mxbjakqkcyueuzht"},"content":null,"modes":[]}
2021-05-14 08:46:18.720900 {"type":"join","timestamp":1620981978.7209408,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"bostaDiscord[m]","nickname":"bostaDiscord[m]","username":"disco7738","name":"io.permaweb:_discord_606036841241772042","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rejcduhympxzglwd"},"content":null,"modes":[]}
2021-05-14 08:46:20.635500 {"type":"join","timestamp":1620981980.6355453,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"sekiDiscord[m]","nickname":"sekiDiscord[m]","username":"discord607","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xwntqspdsotygmyf"},"content":null,"modes":[]}
2021-05-14 08:46:22.927900 {"type":"join","timestamp":1620981982.9279234,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"WellinkDiscord[m","nickname":"WellinkDiscord[m","username":"disco9688","name":"io.permaweb:_discord_93736791051350016","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ldkidracmorsbwmq"},"content":null,"modes":[]}
2021-05-14 08:46:30.406100 {"type":"join","timestamp":1620981990.406086,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"DoggersUniteDisc","nickname":"DoggersUniteDisc","username":"disco8216","name":"io.permaweb:_discord_609505404703080469","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qgwfrkjmqbnpmrhg"},"content":null,"modes":[]}
2021-05-14 08:46:30.840900 {"type":"join","timestamp":1620981990.8409228,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jazzy-jeff^_^Dis","nickname":"jazzy-jeff^_^Dis","username":"disco7190","name":"io.permaweb:_discord_224165982577491968","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-iosgbmfhkvlanjxj"},"content":null,"modes":[]}
2021-05-14 08:46:47.406900 {"type":"join","timestamp":1620982007.4069035,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"itsmekntDiscord[","nickname":"itsmekntDiscord[","username":"disco7350","name":"io.permaweb:_discord_316914610366054402","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-twdfhrfaxagctkex"},"content":null,"modes":[]}
2021-05-14 08:47:18.012100 {"type":"join","timestamp":1620982038.012118,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"TrevorDiscord[m]","nickname":"TrevorDiscord[m]","username":"disco8439","name":"io.permaweb:_discord_402473399231709204","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tuzzdyfuwzkdzsro"},"content":null,"modes":[]}
2021-05-14 08:47:33.820600 {"type":"join","timestamp":1620982053.8205554,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"bengoDiscord[m]","nickname":"bengoDiscord[m]","username":"disco6722","name":"io.permaweb:_discord_602622661125996545","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hvvcrpvxsnwmeoyk"},"content":null,"modes":[]}
2021-05-14 08:47:34.336300 {"type":"join","timestamp":1620982054.3363037,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Lolicon[m]","nickname":"Lolicon[m]","username":"disco5193","name":"com.getepona:_discord_525958885693980673","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-njjudbzosyhwhrqa"},"content":null,"modes":[]}
2021-05-14 08:47:37.290100 {"type":"join","timestamp":1620982057.2900877,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"FranklinDiscord[","nickname":"FranklinDiscord[","username":"disco7887","name":"io.permaweb:_discord_595321909483143188","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mdzxauajrcxbnamb"},"content":null,"modes":[]}
2021-05-14 08:47:50.969300 {"type":"join","timestamp":1620982070.9693296,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Rick[m]4","nickname":"Rick[m]4","username":"disco6441","name":"com.getepona:_discord_491023141477416981","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mmjavmdkzhjhcgdk"},"content":null,"modes":[]}
2021-05-14 08:48:10.935600 {"type":"join","timestamp":1620982090.9355714,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jimpick[m]","nickname":"jimpick[m]","username":"disco6579","name":"com.getepona:_discord_418195734320381952","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ykocdbgduvegadti"},"content":null,"modes":[]}
2021-05-14 08:48:11.268400 {"type":"join","timestamp":1620982091.2683704,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"zwelsternDiscord","nickname":"zwelsternDiscord","username":"disco7128","name":"io.permaweb:_discord_576029729706999808","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hszmvjlqejznfnad"},"content":null,"modes":[]}
2021-05-14 08:55:33.803400 {"type":"join","timestamp":1620982533.8033588,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"dagelf","nickname":"dagelf","username":"~quassel","name":null,"photo":null,"url":null,"tz":null,"host":"41.75.110.149"},"content":null,"modes":[]}
2021-05-14 08:56:10.453300 {"type":"join","timestamp":1620982570.4532835,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jeremycherfas","nickname":"jeremycherfas","username":"~jeremy","name":null,"photo":"https:\/\/www.jeremycherfas.net\/user\/themes\/mytheme\/images\/zoot.jpg","url":"http:\/\/jeremycherfas.net","tz":"Europe\/Rome","host":"jeremy.powered.by.lunarbnc.net"},"content":null,"modes":[]}
2021-05-14 09:20:52.126900 {"type":"join","timestamp":1620984052.1268508,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[dianoetic_net]","nickname":"[dianoetic_net]","username":"~slackuser","name":null,"photo":null,"url":null,"tz":null,"host":"chat.indieweb.org"},"content":null,"modes":[]}
2021-05-14 09:36:43.607500 {"type":"join","timestamp":1620985003.6074858,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"tomlarkworthy","nickname":"tomlarkworthy","username":"~webuser","name":null,"photo":null,"url":null,"tz":null,"host":"chat.indieweb.org"},"content":null,"modes":[]}
2021-05-14 09:52:46.918300 {"type":"join","timestamp":1620985966.918301,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[chee]","nickname":"[chee]","username":"~slackuser","name":null,"photo":null,"url":null,"tz":null,"host":"chat.indieweb.org"},"content":null,"modes":[]}
2021-05-14 10:06:53.842300 {"type":"join","timestamp":1620986813.8423376,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"lava2","nickname":"lava2","username":"~quassel","name":null,"photo":null,"url":null,"tz":null,"host":"192-143-170-242.ip.airmobile.co.za"},"content":null,"modes":[]}
