2021-01-10 00:09:41.661100 {"type":"join","timestamp":1610237381.6610565,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"KempfCreative","nickname":"KempfCreative","username":"Thunderbir","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/vpn\/privateinternetaccess\/kempfcreative"},"content":null,"modes":[]}
2021-01-10 05:33:12.572200 {"type":"join","timestamp":1610256792.572177,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"robindrake","nickname":"robindrake","username":"robdrake","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/tilde.team\/x-ajnoelqkieeinwhn"},"content":null,"modes":[]}
2021-01-10 05:34:35.461900 {"type":"message","timestamp":1610256875.4618936,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"robindrake","nickname":"robindrake","username":"robdrake","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/tilde.team\/x-ajnoelqkieeinwhn"},"content":"Hello","modes":[]}
2021-01-10 05:35:32.990000 {"type":"message","timestamp":1610256932.9899783,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"Seirdy","nickname":"Seirdy","username":"~Seirdy","name":"Seirdy","photo":null,"url":null,"tz":null,"host":"89.45.90.220"},"content":"as of about 10 seconds ago, seirdy.one can now receive and semi-automatically send webmentions; thanks everyone who helped a few days ago.","modes":[]}
2021-01-10 05:35:34.952200 {"type":"message","timestamp":1610256934.952165,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"Seirdy","nickname":"Seirdy","username":"~Seirdy","name":"Seirdy","photo":null,"url":null,"tz":null,"host":"89.45.90.220"},"content":"next up is statically generating something to display webmentions without client-side js. haven't decided whether to make it a hugo addon or a standalone program (like ddevault's openring).","modes":[]}
2021-01-10 05:53:11.582700 {"type":"join","timestamp":1610257991.5827398,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"rawtext","nickname":"rawtext","username":"~rawtext","name":"rawtext","photo":null,"url":null,"tz":null,"host":"104.129.24.10"},"content":null,"modes":[]}
2021-01-10 06:17:11.659600 {"type":"leave","timestamp":1610259431.6595807,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"ShadowKyogre","nickname":"ShadowKyogre","username":"7358dd25f8","name":"ShadowKyogre","photo":null,"url":null,"tz":null,"host":"unaffiliated\/shadowkyogre"},"content":null,"modes":[]}
2021-01-10 06:22:31.725500 {"type":"message","timestamp":1610259751.7255023,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"[tantek]","nickname":"[tantek]","username":"~slackuser","name":null,"photo":"http:\/\/tantek.com\/logo.jpg","url":"http:\/\/Tantek.com","tz":"America\/Los_Angeles","host":"chat.indieweb.org"},"content":"anyone using hardware 2FA with their site (or silo accounts) ? FYI: https:\/\/arstechnica.com\/information-technology\/2021\/01\/hackers-can-clone-google-titan-2fa-keys-using-a-side-channel-in-nxp-chips\/","modes":["voice"]}
2021-01-10 06:35:49.611000 {"type":"message","timestamp":1610260549.6110294,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"Seirdy","nickname":"Seirdy","username":"~Seirdy","name":"Seirdy","photo":null,"url":null,"tz":null,"host":"89.45.90.220"},"content":"[tantek]: you can do pgp auth; indieauth providers will have you sign some text with your pgp privkey corresponding to the public key you expose with microformats. pgp can use hardware auth (e.g. with a yubikey).","modes":[]}
2021-01-10 06:36:06.889600 {"type":"message","timestamp":1610260566.8895867,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"Loqi","nickname":"Loqi","username":"Loqi","name":"Loqi","photo":"http:\/\/loqi.me\/logo\/loqisaur.png","url":"http:\/\/loqi.me","tz":"America\/Los_Angeles","host":null},"content":"[indienews] New post: \"v0.7.0 finally released\" https:\/\/publ.plaidweb.site\/blog\/308-v0-7-0-finally-released","modes":[]}
2021-01-10 06:45:19.420700 {"type":"join","timestamp":1610261119.4207366,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"nickodd","nickname":"nickodd","username":"~nickodd","name":null,"photo":null,"url":null,"tz":null,"host":"unaffiliated\/nickodd"},"content":null,"modes":[]}
2021-01-10 07:02:32.069400 {"type":"join","timestamp":1610262152.069434,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"ShadowKyogre","nickname":"ShadowKyogre","username":"7358dd25f8","name":"ShadowKyogre","photo":null,"url":null,"tz":null,"host":"unaffiliated\/shadowkyogre"},"content":null,"modes":[]}
2021-01-10 07:03:55.603600 {"type":"leave","timestamp":1610262235.603628,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"ShadowKyogre","nickname":"ShadowKyogre","username":"7358dd25f8","name":"ShadowKyogre","photo":null,"url":null,"tz":null,"host":"unaffiliated\/shadowkyogre"},"content":null,"modes":[]}
2021-01-10 07:34:24.307800 {"type":"join","timestamp":1610264064.307824,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"ShadowKyogre","nickname":"ShadowKyogre","username":"7358dd25f8","name":"ShadowKyogre","photo":null,"url":null,"tz":null,"host":"unaffiliated\/shadowkyogre"},"content":null,"modes":[]}
2021-01-10 07:35:22.566100 {"type":"leave","timestamp":1610264122.5660892,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"ShadowKyogre","nickname":"ShadowKyogre","username":"7358dd25f8","name":"ShadowKyogre","photo":null,"url":null,"tz":null,"host":"unaffiliated\/shadowkyogre"},"content":null,"modes":[]}
2021-01-10 07:35:43.622300 {"type":"join","timestamp":1610264143.6222594,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"ShadowKyogre","nickname":"ShadowKyogre","username":"7358dd25f8","name":"ShadowKyogre","photo":null,"url":null,"tz":null,"host":"unaffiliated\/shadowkyogre"},"content":null,"modes":[]}
2021-01-10 07:37:00.611200 {"type":"leave","timestamp":1610264220.6111999,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"ShadowKyogre","nickname":"ShadowKyogre","username":"7358dd25f8","name":"ShadowKyogre","photo":null,"url":null,"tz":null,"host":"unaffiliated\/shadowkyogre"},"content":null,"modes":[]}
2021-01-10 07:37:28.038100 {"type":"join","timestamp":1610264248.038074,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"ShadowKyogre","nickname":"ShadowKyogre","username":"7358dd25f8","name":"ShadowKyogre","photo":null,"url":null,"tz":null,"host":"unaffiliated\/shadowkyogre"},"content":null,"modes":[]}
