2020-08-08 00:30:11.409400 {"type":"join","timestamp":1596846611.4093874,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[schmarty]","nickname":"[schmarty]","username":"~slackuser","name":null,"photo":"https:\/\/martymcgui.re\/img\/logo.jpg","url":"http:\/\/martymcgui.re","tz":"America\/New_York","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-08-08 10:00:50.158400 {"type":"join","timestamp":1596880850.1584287,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[mapkyca]","nickname":"[mapkyca]","username":"~slackuser","name":null,"photo":null,"url":null,"tz":null,"host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-08-08 10:00:50.884500 {"type":"message","timestamp":1596880850.8845289,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[mapkyca]","nickname":"[mapkyca]","username":"~slackuser","name":null,"photo":"https:\/\/www.marcus-povey.co.uk\/wp-content\/4879322645_3b0290d2b2_o.jpg","url":"http:\/\/marcus-povey.co.uk","tz":"Europe\/London","host":"chat.indieweb.org"},"content":"Should be back up. Logs were full of crap due to PHP being misconfigured + known\u2019s logging set reeeeal high. [benatwork] remember to alter the image if ever patching *.withknown.com","modes":[]}
2020-08-08 11:00:05.385000 {"type":"message","timestamp":1596884405.3849938,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Loqi","nickname":"Loqi","username":"Loqi","name":"Loqi","photo":"http:\/\/loqi.me\/logo\/loqisaur.png","url":"http:\/\/loqi.me","tz":"America\/Los_Angeles","host":null},"content":"[@mapkyca] Did some more unofficial devops, and @withknown sites should be back up again. Hopefully for good this time round! (https:\/\/twitter.com\/_\/status\/1292052268813082624)","modes":[]}
2020-08-08 11:24:01.902000 {"type":"join","timestamp":1596885841.9019592,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[grantcodes]","nickname":"[grantcodes]","username":"~slackuser","name":null,"photo":"https:\/\/grant.codes\/icons\/favicon-32x32.png","url":"http:\/\/grant.codes","tz":"Europe\/London","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-08-08 11:36:49.137900 {"type":"join","timestamp":1596886609.1379445,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[jeremycherfas]","nickname":"[jeremycherfas]","username":"~slackuser","name":null,"photo":"https:\/\/www.jeremycherfas.net\/user\/themes\/mytheme\/images\/zoot.jpg","url":"http:\/\/jeremycherfas.net","tz":"Europe\/Rome","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-08-08 11:36:49.726700 {"type":"message","timestamp":1596886609.7266684,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[jeremycherfas]","nickname":"[jeremycherfas]","username":"~slackuser","name":null,"photo":"https:\/\/www.jeremycherfas.net\/user\/themes\/mytheme\/images\/zoot.jpg","url":"http:\/\/jeremycherfas.net","tz":"Europe\/Rome","host":"chat.indieweb.org"},"content":"[mapkyca]++","modes":[]}
2020-08-08 11:36:49.770700 {"type":"message","timestamp":1596886609.770683,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Loqi","nickname":"Loqi","username":"Loqi","name":"Loqi","photo":null,"url":null,"tz":null,"host":null},"content":"[mapkyca] has 19 karma in this channel over the last year (24 in all channels)","modes":[]}
2020-08-08 13:06:55.145600 {"type":"join","timestamp":1596892015.145568,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jamietanna","nickname":"jamietanna","username":"~webuser","name":null,"photo":"https:\/\/www.jvt.me\/img\/profile.png","url":"http:\/\/www.jvt.me","tz":"Europe\/London","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-08-08 13:07:36.778000 {"type":"message","timestamp":1596892056.7779768,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"rMdes8","nickname":"rMdes8","username":"~rMdes","name":null,"photo":null,"url":null,"tz":null,"host":"my.armada.digital"},"content":"I have to ask someone at Known to remove my Known hosted blog","modes":[]}
2020-08-08 13:08:03.532900 {"type":"message","timestamp":1596892083.5329425,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"rMdes8","nickname":"rMdes8","username":"~rMdes","name":null,"photo":null,"url":null,"tz":null,"host":"my.armada.digital"},"content":"moved to self host a while ago but the subdomain is still there","modes":[]}
2020-08-08 13:10:07.473300 {"type":"leave","timestamp":1596892207.4732895,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"rMdes8","nickname":"rMdes8","username":"~rMdes","name":null,"photo":null,"url":null,"tz":null,"host":"my.armada.digital"},"content":null,"modes":[]}
