2014-10-27 00:35:09.325000 {"type":"join","timestamp":"1414370109.325000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"netweb","nickname":"netweb","name":"netweb","username":null},"content":"netweb joined #microformats"}
2014-10-27 06:09:13.358000 {"type":"join","timestamp":"1414390153.358000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KartikPrabhu","nickname":"KartikPrabhu","name":"KartikPrabhu","username":null},"content":"KartikPrabhu joined #microformats"}
2014-10-27 06:45:00.574000 {"type":"join","timestamp":"1414392300.574000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KartikPrabhu","nickname":"KartikPrabhu","name":"KartikPrabhu","username":null},"content":"KartikPrabhu joined #microformats"}
2014-10-27 07:24:11.680000 {"type":"join","timestamp":"1414394651.680000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"ChiefRA","nickname":"ChiefRA","name":"ChiefRA","username":null},"content":"ChiefRA joined #microformats"}
2014-10-27 07:24:11.833000 {"type":"join","timestamp":"1414394651.833000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"ChiefRA","nickname":"ChiefRA","name":"ChiefRA","username":null},"content":"ChiefRA joined #microformats"}
2014-10-27 07:52:03.389000 {"type":"join","timestamp":"1414396323.389000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"chiui","nickname":"chiui","name":"chiui","username":null},"content":"chiui joined #microformats"}
2014-10-27 07:53:19.915000 {"type":"join","timestamp":"1414396399.915000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"kez","nickname":"kez","name":"kez","username":null},"content":"kez joined #microformats"}
2014-10-27 07:56:33.131000 {"type":"join","timestamp":"1414396593.131000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"kensanata","nickname":"kensanata","name":"kensanata","username":null},"content":"kensanata joined #microformats"}
2014-10-27 08:29:12.640000 {"type":"join","timestamp":"1414398552.640000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Soopaman1","nickname":"Soopaman1","name":"Soopaman1","username":null},"content":"Soopaman1 joined #microformats"}
2014-10-27 08:34:18.223000 {"type":"join","timestamp":"1414398858.223000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"krendil","nickname":"krendil","name":"krendil","username":null},"content":"krendil joined #microformats"}
2014-10-27 09:00:21.686000 {"type":"join","timestamp":"1414400421.686000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"pfefferle","nickname":"pfefferle","name":"pfefferle","username":null},"content":"pfefferle joined #microformats"}
2014-10-27 09:09:57.141000 {"type":"join","timestamp":"1414400997.141000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"pfefferle_","nickname":"pfefferle_","name":"pfefferle_","username":null},"content":"pfefferle_ joined #microformats"}
2014-10-27 09:38:40.076000 {"type":"join","timestamp":"1414402720.076000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KartikPrabhu","nickname":"KartikPrabhu","name":"KartikPrabhu","username":null},"content":"KartikPrabhu joined #microformats"}
2014-10-27 10:01:36.504000 {"type":"message","timestamp":"1414404096.504000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"[@wpulsarblog] Author hReview Plugin Review -   #WordPress #wp http:\/\/tinyurl.com\/m6o2t9k (http:\/\/twtr.io\/sFgET5dNDM)"}
2014-10-27 10:04:14.401000 {"type":"message","timestamp":"1414404254.401000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"[@wp_digest] RT @wpulsarblog: Author hReview Plugin Review -   #WordPress #wp http:\/\/tinyurl.com\/m6o2t9k (http:\/\/twtr.io\/sFgUinDSUH)"}
2014-10-27 10:05:16.448000 {"type":"message","timestamp":"1414404316.448000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"[@DigestWordpress] RT @wpulsarblog: Author hReview Plugin Review -   #WordPress #wp http:\/\/tinyurl.com\/m6o2t9k (http:\/\/twtr.io\/sFg_JMcjPU)"}
2014-10-27 10:10:12.471000 {"type":"join","timestamp":"1414404612.471000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"pfefferle","nickname":"pfefferle","name":"pfefferle","username":null},"content":"pfefferle joined #microformats"}
2014-10-27 10:10:21.314000 {"type":"join","timestamp":"1414404621.314000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"ChiefRA","nickname":"ChiefRA","name":"ChiefRA","username":null},"content":"ChiefRA joined #microformats"}
2014-10-27 10:31:21.140000 {"type":"join","timestamp":"1414405881.140000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"pfefferle","nickname":"pfefferle","name":"pfefferle","username":null},"content":"pfefferle joined #microformats"}
2014-10-27 10:38:46.442000 {"type":"join","timestamp":"1414406326.442000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Soopaman","nickname":"Soopaman","name":"Soopaman","username":null},"content":"Soopaman joined #microformats"}
2014-10-27 10:47:32.122000 {"type":"join","timestamp":"1414406852.122000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"eschnou","nickname":"eschnou","name":"eschnou","username":null},"content":"eschnou joined #microformats"}
2014-10-27 10:49:06.088000 {"type":"join","timestamp":"1414406946.088000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KevinMarks_","nickname":"KevinMarks_","name":"KevinMarks_","username":null},"content":"KevinMarks_ joined #microformats"}
2014-10-27 10:49:56.129000 {"type":"join","timestamp":"1414406996.129000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KevinMarks__","nickname":"KevinMarks__","name":"KevinMarks__","username":null},"content":"KevinMarks__ joined #microformats"}
2014-10-27 10:58:15.084000 {"type":"join","timestamp":"1414407495.084000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Soopaman","nickname":"Soopaman","name":"Soopaman","username":null},"content":"Soopaman joined #microformats"}
2014-10-27 11:42:18.315000 {"type":"join","timestamp":"1414410138.315000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"eschnou","nickname":"eschnou","name":"eschnou","username":null},"content":"eschnou joined #microformats"}
2014-10-27 11:49:41.765000 {"type":"join","timestamp":"1414410581.765000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"kensanata","nickname":"kensanata","name":"kensanata","username":null},"content":"kensanata joined #microformats"}
2014-10-27 12:52:13.125000 {"type":"join","timestamp":"1414414333.125000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"eschnou","nickname":"eschnou","name":"eschnou","username":null},"content":"eschnou joined #microformats"}
2014-10-27 13:27:18.342000 {"type":"join","timestamp":"1414416438.342000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"pfefferle_","nickname":"pfefferle_","name":"pfefferle_","username":null},"content":"pfefferle_ joined #microformats"}
2014-10-27 13:38:58.699000 {"type":"join","timestamp":"1414417138.699000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"TallTed","nickname":"TallTed","name":"TallTed","username":null},"content":"TallTed joined #microformats"}
2014-10-27 13:52:53.703000 {"type":"join","timestamp":"1414417973.703000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"pfefferle","nickname":"pfefferle","name":"pfefferle","username":null},"content":"pfefferle joined #microformats"}
2014-10-27 14:27:19.325000 {"type":"join","timestamp":"1414420039.325000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Soopaman","nickname":"Soopaman","name":"Soopaman","username":null},"content":"Soopaman joined #microformats"}
2014-10-27 14:33:57.760000 {"type":"join","timestamp":"1414420437.760000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"gRegor`","nickname":"gRegor`","name":"gRegor`","username":null},"content":"gRegor` joined #microformats"}
2014-10-27 14:41:28.095000 {"type":"join","timestamp":"1414420888.095000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KevinMarks","nickname":"KevinMarks","name":"KevinMarks","username":null},"content":"KevinMarks joined #microformats"}
2014-10-27 15:15:39.384000 {"type":"join","timestamp":"1414422939.384000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"mko","nickname":"mko","name":"mko","username":null},"content":"mko joined #microformats"}
2014-10-27 15:32:18.764000 {"type":"join","timestamp":"1414423938.764000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Soopaman","nickname":"Soopaman","name":"Soopaman","username":null},"content":"Soopaman joined #microformats"}
2014-10-27 15:33:57.378000 {"type":"join","timestamp":"1414424037.378000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"pfefferle_","nickname":"pfefferle_","name":"pfefferle_","username":null},"content":"pfefferle_ joined #microformats"}
2014-10-27 16:22:07.427000 {"type":"join","timestamp":"1414426927.427000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"gRegor`","nickname":"gRegor`","name":"gRegor`","username":null},"content":"gRegor` joined #microformats"}
2014-10-27 16:25:29.804000 {"type":"join","timestamp":"1414427129.804000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"tantek","nickname":"tantek","name":"tantek","username":null},"content":"tantek joined #microformats"}
2014-10-27 16:29:40.534000 {"type":"join","timestamp":"1414427380.534000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KevinMarks","nickname":"KevinMarks","name":"KevinMarks","username":null},"content":"KevinMarks joined #microformats"}
2014-10-27 16:30:28.891000 {"type":"join","timestamp":"1414427428.891000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"tantek_","nickname":"tantek_","name":"tantek_","username":null},"content":"tantek_ joined #microformats"}
2014-10-27 16:38:23.799000 {"type":"join","timestamp":"1414427903.799000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"tantek","nickname":"tantek","name":"tantek","username":null},"content":"tantek joined #microformats"}
2014-10-27 16:45:00.992000 {"type":"join","timestamp":"1414428300.992000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Mark87","nickname":"Mark87","name":"Mark87","username":null},"content":"Mark87 joined #microformats"}
2014-10-27 16:53:56.737000 {"type":"join","timestamp":"1414428836.737000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Soopaman","nickname":"Soopaman","name":"Soopaman","username":null},"content":"Soopaman joined #microformats"}
2014-10-27 17:22:12.193000 {"type":"join","timestamp":"1414430532.193000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Soopaman","nickname":"Soopaman","name":"Soopaman","username":null},"content":"Soopaman joined #microformats"}
2014-10-27 17:24:13.966000 {"type":"join","timestamp":"1414430653.966000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"tantek","nickname":"tantek","name":"tantek","username":null},"content":"tantek joined #microformats"}
2014-10-27 17:32:29.623000 {"type":"join","timestamp":"1414431149.623000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"tantek_","nickname":"tantek_","name":"tantek_","username":null},"content":"tantek_ joined #microformats"}
2014-10-27 17:54:04.879000 {"type":"message","timestamp":"1414432444.879000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"[@kristengrote] I love how a microformat hcard is marked up as \"vcard\". Because that makes perfect sense. (http:\/\/twtr.io\/sGPi0d9JDM)"}
2014-10-27 18:03:37.359000 {"type":"message","timestamp":"1414433017.359000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"[@microformats] @kristengrote we learned from that. Fixed in #microformats2 in 2010: microformat h-card is marked up as \"h-card\": http:\/\/microformats.org\/wiki\/h-card ^@t (http:\/\/twtr.io\/sGQ_PgAGtL)"}
2014-10-27 18:12:31.733000 {"type":"join","timestamp":"1414433551.733000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"barnabywalters","nickname":"barnabywalters","name":"barnabywalters","username":null},"content":"barnabywalters joined #microformats"}
2014-10-27 18:55:57.459000 {"type":"join","timestamp":"1414436157.459000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"TallTed","nickname":"TallTed","name":"TallTed","username":null},"content":"TallTed joined #microformats"}
2014-10-27 19:44:02.505000 {"type":"join","timestamp":"1414439042.505000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"rknLA","nickname":"rknLA","name":"rknLA","username":null},"content":"rknLA joined #microformats"}
2014-10-27 19:45:18.053000 {"type":"join","timestamp":"1414439118.053000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Garbee","nickname":"Garbee","name":"Garbee","username":null},"content":"Garbee joined #microformats"}
2014-10-27 19:48:55.909000 {"type":"join","timestamp":"1414439335.909000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"barnabywalters","nickname":"barnabywalters","name":"barnabywalters","username":null},"content":"barnabywalters joined #microformats"}
2014-10-27 19:59:06.051000 {"type":"join","timestamp":"1414439946.051000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"barnabywalters","nickname":"barnabywalters","name":"barnabywalters","username":null},"content":"barnabywalters joined #microformats"}
2014-10-27 20:17:13.262000 {"type":"join","timestamp":"1414441033.262000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KevinMarks","nickname":"KevinMarks","name":"KevinMarks","username":null},"content":"KevinMarks joined #microformats"}
2014-10-27 20:17:50.157000 {"type":"join","timestamp":"1414441070.157000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"barnabywalters","nickname":"barnabywalters","name":"barnabywalters","username":null},"content":"barnabywalters joined #microformats"}
2014-10-27 20:23:51.181000 {"type":"join","timestamp":"1414441431.181000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"tantek","nickname":"tantek","name":"tantek","username":null},"content":"tantek joined #microformats"}
2014-10-27 20:30:56.279000 {"type":"join","timestamp":"1414441856.279000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"krendil","nickname":"krendil","name":"krendil","username":null},"content":"krendil joined #microformats"}
2014-10-27 21:15:05.171000 {"type":"join","timestamp":"1414444505.171000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KartikPrabhu","nickname":"KartikPrabhu","name":"KartikPrabhu","username":null},"content":"KartikPrabhu joined #microformats"}
2014-10-27 21:19:30.384000 {"type":"join","timestamp":"1414444770.384000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"gRegor`","nickname":"gRegor`","name":"gRegor`","username":null},"content":"gRegor` joined #microformats"}
2014-10-27 22:13:16.675000 {"type":"join","timestamp":"1414447996.675000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"barnabywalters","nickname":"barnabywalters","name":"barnabywalters","username":null},"content":"barnabywalters joined #microformats"}
2014-10-27 22:35:05.260000 {"type":"join","timestamp":"1414449305.260000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KartikPrabhu","nickname":"KartikPrabhu","name":"KartikPrabhu","username":null},"content":"KartikPrabhu joined #microformats"}
2014-10-27 22:44:12.060000 {"type":"join","timestamp":"1414449852.060000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"tantek","nickname":"tantek","name":"tantek","username":null},"content":"tantek joined #microformats"}
2014-10-27 22:54:06.636000 {"type":"join","timestamp":"1414450446.636000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"rhiaro","nickname":"rhiaro","name":"rhiaro","username":null},"content":"rhiaro joined #microformats"}
