2021-10-03 00:24:14.282800 {"type":"join","timestamp":1633220654.282817,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"Seirdy","nickname":"Seirdy","username":"~Seirdy","name":"Seirdy","photo":"https:\/\/seirdy.one\/favicon.png","url":"http:\/\/seirdy.one","tz":"America\/Los_Angeles","host":"sourcehut\/user\/seirdy"},"content":null,"modes":[]}
2021-10-03 04:17:40.058300 {"type":"join","timestamp":1633234660.058301,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"justache0","nickname":"justache0","username":"~justache","name":null,"photo":null,"url":null,"tz":null,"host":"user\/justache"},"content":null,"modes":[]}
2021-10-03 04:18:09.350800 {"type":"join","timestamp":1633234689.3508122,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"stevestreza_","nickname":"stevestreza_","username":"~stevestre","name":null,"photo":"https:\/\/twitter.com\/stevestreza\/profile_image","url":"http:\/\/stevestreza.com","tz":"America\/Los_Angeles","host":"mail.catgirl.cafe"},"content":null,"modes":[]}
2021-10-03 04:18:26.442000 {"type":"join","timestamp":1633234706.4420493,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"IWSlackGateway2","nickname":"IWSlackGateway2","username":"~IWSlackGa","name":null,"photo":null,"url":null,"tz":null,"host":"li826-110.members.linode.com"},"content":null,"modes":[]}
2021-10-03 04:18:33.359200 {"type":"join","timestamp":1633234713.3592024,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"[marksuth]1","nickname":"[marksuth]1","username":"~slackuser","name":null,"photo":null,"url":null,"tz":null,"host":"li826-110.members.linode.com"},"content":null,"modes":[]}
2021-10-03 04:18:57.366300 {"type":"join","timestamp":1633234737.3662875,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"[jeremycherfas]3","nickname":"[jeremycherfas]3","username":"~slackuser","name":null,"photo":null,"url":null,"tz":null,"host":"li826-110.members.linode.com"},"content":null,"modes":[]}
2021-10-03 04:20:54.351800 {"type":"join","timestamp":1633234854.351819,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"alex_","nickname":"alex_","username":"~alex11","name":null,"photo":null,"url":null,"tz":null,"host":"bras-base-mtrlpq5302w-grc-31-76-70-61-139.dsl.bell.ca"},"content":null,"modes":[]}
2021-10-03 04:21:18.008600 {"type":"join","timestamp":1633234878.0085948,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"aranjedeath_","nickname":"aranjedeath_","username":"~aranjedea","name":null,"photo":null,"url":null,"tz":null,"host":"user\/aranjedeath"},"content":null,"modes":[]}
2021-10-03 04:22:00.497900 {"type":"join","timestamp":1633234920.4978964,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"feoh","nickname":"feoh","username":"~feoh","name":"Chris Patti","photo":null,"url":null,"tz":null,"host":"137.184.104.30"},"content":null,"modes":[]}
2021-10-03 04:25:01.381100 {"type":"join","timestamp":1633235101.3811047,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"lahacker[d]","nickname":"lahacker[d]","username":"lahacker","name":"lahacker","photo":null,"url":null,"tz":null,"host":"2a01:4f8:150:8305::1"},"content":null,"modes":[]}
2021-10-03 04:25:06.919900 {"type":"join","timestamp":1633235106.919928,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"Memicme","nickname":"Memicme","username":"~webuser","name":null,"photo":null,"url":null,"tz":null,"host":"li826-110.members.linode.com"},"content":null,"modes":[]}
2021-10-03 04:25:12.209300 {"type":"join","timestamp":1633235112.2092736,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"_inky","nickname":"_inky","username":"~inky_","name":"inky, from the tape","photo":null,"url":null,"tz":null,"host":"46.36.119.235"},"content":null,"modes":[]}
2021-10-03 04:25:46.971700 {"type":"join","timestamp":1633235146.9717436,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"BinarySavior_","nickname":"BinarySavior_","username":"~BinarySav","name":null,"photo":null,"url":null,"tz":null,"host":"172.104.21.234"},"content":null,"modes":[]}
2021-10-03 04:26:40.328400 {"type":"join","timestamp":1633235200.328371,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"_rattroupe[d]","nickname":"_rattroupe[d]","username":"Khuforzu","name":null,"photo":null,"url":null,"tz":null,"host":"2a01:4f8:150:8305::1"},"content":null,"modes":[]}
2021-10-03 04:26:43.915000 {"type":"join","timestamp":1633235203.9150057,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"tetov-irc2","nickname":"tetov-irc2","username":"~tetov","name":null,"photo":null,"url":null,"tz":null,"host":"188.166.167.47"},"content":null,"modes":[]}
2021-10-03 04:26:51.925300 {"type":"join","timestamp":1633235211.9253368,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"Saphire","nickname":"Saphire","username":"saphire","name":"Lurking dragon","photo":null,"url":null,"tz":null,"host":"lunar.exchange"},"content":null,"modes":[]}
2021-10-03 04:27:42.363500 {"type":"join","timestamp":1633235262.3635173,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"gerben","nickname":"gerben","username":"~blub","name":"Gerben","photo":null,"url":null,"tz":null,"host":"149.210.205.9"},"content":null,"modes":[]}
2021-10-03 04:28:11.702500 {"type":"join","timestamp":1633235291.7024913,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"benji_","nickname":"benji_","username":"~benji","name":null,"photo":null,"url":null,"tz":null,"host":"user\/benji"},"content":null,"modes":[]}
2021-10-03 04:29:32.373900 {"type":"join","timestamp":1633235372.3739393,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"justache","nickname":"justache","username":"~justache","name":"justache","photo":null,"url":null,"tz":null,"host":"user\/justache"},"content":null,"modes":[]}
2021-10-03 04:29:58.367000 {"type":"join","timestamp":1633235398.3670046,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"ben_thatmustbeme","nickname":"ben_thatmustbeme","username":"~quassel","name":"Ben Roberts","photo":"https:\/\/ben.thatmustbe.me\/image\/static\/icon_64.jpg","url":"http:\/\/ben.thatmustbe.me","tz":"America\/New_York","host":"c-65-96-10-7.hsd1.ma.comcast.net"},"content":null,"modes":[]}
2021-10-03 04:33:42.240600 {"type":"join","timestamp":1633235622.2406354,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"Memicme2","nickname":"Memicme2","username":"~webuser","name":null,"photo":null,"url":null,"tz":null,"host":"li826-110.members.linode.com"},"content":null,"modes":[]}
2021-10-03 04:34:14.305700 {"type":"join","timestamp":1633235654.3056624,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"[schmarty]1","nickname":"[schmarty]1","username":"~slackuser","name":null,"photo":null,"url":null,"tz":null,"host":"li826-110.members.linode.com"},"content":null,"modes":[]}
2021-10-03 04:34:39.236400 {"type":"join","timestamp":1633235679.2363727,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"[snarfed]1","nickname":"[snarfed]1","username":"~slackuser","name":null,"photo":null,"url":null,"tz":null,"host":"li826-110.members.linode.com"},"content":null,"modes":[]}
2021-10-03 04:34:56.299000 {"type":"join","timestamp":1633235696.2990088,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"Jamietanna1","nickname":"Jamietanna1","username":"~webuser","name":null,"photo":null,"url":null,"tz":null,"host":"li826-110.members.linode.com"},"content":null,"modes":[]}
2021-10-03 04:36:38.607500 {"type":"join","timestamp":1633235798.6075149,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"willnorris_","nickname":"willnorris_","username":"sid21447","name":null,"photo":"https:\/\/willnorris.com\/logo.jpg","url":"http:\/\/willnorris.com","tz":"America\/Los_Angeles","host":"id-21447.tinside.irccloud.com"},"content":null,"modes":[]}
2021-10-03 04:36:53.393200 {"type":"join","timestamp":1633235813.393246,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"vroman_","nickname":"vroman_","username":"~vroman","name":null,"photo":null,"url":null,"tz":null,"host":"185-142-62-4.cloud.loadfront.com"},"content":null,"modes":[]}
2021-10-03 04:38:43.240900 {"type":"join","timestamp":1633235923.240879,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"Saphire","nickname":"Saphire","username":"saphire","name":"Lurking dragon","photo":null,"url":null,"tz":null,"host":"lunar.exchange"},"content":null,"modes":[]}
2021-10-03 04:41:18.329900 {"type":"join","timestamp":1633236078.3299165,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"qa6","nickname":"qa6","username":"sid145515","name":"qa6","photo":null,"url":null,"tz":null,"host":"id-145515.tinside.irccloud.com"},"content":null,"modes":[]}
2021-10-03 04:44:32.858900 {"type":"join","timestamp":1633236272.8589022,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"chee1","nickname":"chee1","username":"chee","name":null,"photo":null,"url":null,"tz":null,"host":"snoot.club"},"content":null,"modes":[]}
2021-10-03 04:44:35.828600 {"type":"join","timestamp":1633236275.8286297,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"edburns[d]","nickname":"edburns[d]","username":"edburns","name":"edburns","photo":null,"url":null,"tz":null,"host":"2a01:4f8:150:8305::1"},"content":null,"modes":[]}
2021-10-03 04:47:31.834600 {"type":"join","timestamp":1633236451.8346224,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"qa6","nickname":"qa6","username":"sid145515","name":"qa6","photo":null,"url":null,"tz":null,"host":"id-145515.tinside.irccloud.com"},"content":null,"modes":[]}
2021-10-03 04:57:04.258000 {"type":"join","timestamp":1633237024.2580016,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"alex_","nickname":"alex_","username":"~alex11","name":null,"photo":null,"url":null,"tz":null,"host":"user\/alex11"},"content":null,"modes":[]}
2021-10-03 04:58:18.299700 {"type":"join","timestamp":1633237098.299719,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"shoesNsocks1","nickname":"shoesNsocks1","username":"~Thunderbi","name":null,"photo":null,"url":null,"tz":null,"host":"li688-32.members.linode.com"},"content":null,"modes":[]}
2021-10-03 07:02:26.396700 {"type":"join","timestamp":1633244546.3967314,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"Moosadee","nickname":"Moosadee","username":"~Moosadee","name":"Rachel","photo":null,"url":null,"tz":null,"host":"136.32.155.193"},"content":null,"modes":[]}
2021-10-03 08:08:43.713300 {"type":"join","timestamp":1633248523.7132819,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"hendursa1","nickname":"hendursa1","username":"~weechat","name":null,"photo":null,"url":null,"tz":null,"host":"user\/hendursaga"},"content":null,"modes":[]}
2021-10-03 13:39:13.325300 {"type":"join","timestamp":1633268353.3253374,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"Loqi","nickname":"Loqi","username":"Loqi","name":null,"photo":"http:\/\/loqi.me\/logo\/loqisaur.png","url":"http:\/\/loqi.me","tz":"America\/Los_Angeles","host":"2600:3c01::f03c:91ff:fef1:a349"},"content":null,"modes":[]}
2021-10-03 14:06:32.769600 {"type":"join","timestamp":1633269992.7696226,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"silo","nickname":"silo","username":"~silo","name":null,"photo":null,"url":null,"tz":null,"host":"blade-runner.silo.org.uk"},"content":null,"modes":[]}
2021-10-03 14:54:07.351800 {"type":"join","timestamp":1633272847.3518145,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"shoesNsocks","nickname":"shoesNsocks","username":"~Thunderbi","name":"shoesNsocks","photo":"https:\/\/www.porknachos.com\/files\/naviavi.jpg","url":"http:\/\/www.rich-text.net","tz":"US\/Eastern","host":"li688-32.members.linode.com"},"content":null,"modes":[]}
2021-10-03 15:15:44.921300 {"type":"join","timestamp":1633274144.9212928,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"chenghiz_","nickname":"chenghiz_","username":"uid349735","name":null,"photo":null,"url":null,"tz":null,"host":"id-349735.ilkley.irccloud.com"},"content":null,"modes":[]}
2021-10-03 16:06:18.285700 {"type":"join","timestamp":1633277178.2857215,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"barryf[d]","nickname":"barryf[d]","username":"barryf","name":null,"photo":null,"url":null,"tz":null,"host":"2a01:4f8:150:8305::1"},"content":null,"modes":[]}
2021-10-03 16:48:51.403200 {"type":"message","timestamp":1633279731.4032328,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"[tantek]","nickname":"[tantek]","username":"~slackuser","name":"tantek via slack-irc-gateway","photo":"https:\/\/tantek.com\/logo.jpg","url":"http:\/\/Tantek.com","tz":"America\/Los_Angeles","host":"li826-110.members.linode.com"},"content":"comments << Why it\u2019s ok (and good!) to limit who can comment on your posts (commenters can make their own posts!) 8m16s video: https:\/\/www.instagram.com\/tv\/CUkhxAOrNbG\/","modes":["voice"]}
2021-10-03 16:48:52.880800 {"type":"message","timestamp":1633279732.8807716,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"Loqi","nickname":"Loqi","username":"Loqi","name":"Loqi","photo":null,"url":null,"tz":null,"host":null},"content":"ok, I added \"Why it\u2019s ok (and good!) to limit who can comment on your posts (commenters can make their own posts!) 8m16s video: https:\/\/www.instagram.com\/tv\/CUkhxAOrNbG\/\" to the \"See Also\" section of \/comments https:\/\/indieweb.org\/wiki\/index.php?diff=77208&oldid=74692 ","modes":[]}
2021-10-03 16:49:23.812400 {"type":"message","timestamp":1633279763.8123767,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"[tantek]","nickname":"[tantek]","username":"~slackuser","name":"tantek via slack-irc-gateway","photo":"https:\/\/tantek.com\/logo.jpg","url":"http:\/\/Tantek.com","tz":"America\/Los_Angeles","host":"li826-110.members.linode.com"},"content":"(Worth watching that whole thing, gets at a lot of the challenges that are worth acknowledging about showing comments on your posts)","modes":["voice"]}
2021-10-03 16:58:25.287700 {"type":"join","timestamp":1633280305.2877007,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"Murray[d]","nickname":"Murray[d]","username":"GnorthernG","name":null,"photo":null,"url":null,"tz":null,"host":"2a01:4f8:150:8305::1"},"content":null,"modes":[]}
2021-10-03 16:58:50.307800 {"type":"join","timestamp":1633280330.3077826,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"just-me","nickname":"just-me","username":"~just-me","name":null,"photo":null,"url":null,"tz":null,"host":"46.196.247.120"},"content":null,"modes":[]}
2021-10-03 17:10:24.715500 {"type":"leave","timestamp":1633281024.715501,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"just-me","nickname":"just-me","username":"~just-me","name":null,"photo":null,"url":null,"tz":null,"host":"46.196.247.120"},"content":null,"modes":[]}
2021-10-03 18:12:19.358000 {"type":"join","timestamp":1633284739.3579648,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"Moosadee","nickname":"Moosadee","username":"~Moosadee","name":null,"photo":null,"url":null,"tz":null,"host":"136.32.155.193"},"content":null,"modes":[]}
2021-10-03 18:41:55.353100 {"type":"join","timestamp":1633286515.3531497,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"Jad","nickname":"Jad","username":"~Nashmi","name":null,"photo":null,"url":null,"tz":null,"host":"user\/jad"},"content":null,"modes":[]}
2021-10-03 19:25:31.296100 {"type":"join","timestamp":1633289131.296121,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"Moosadee","nickname":"Moosadee","username":"~Moosadee","name":null,"photo":null,"url":null,"tz":null,"host":"136.32.155.193"},"content":null,"modes":[]}
2021-10-03 19:44:17.812300 {"type":"join","timestamp":1633290257.8123171,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"_inky","nickname":"_inky","username":"~inky_","name":null,"photo":null,"url":null,"tz":null,"host":"46.36.119.235"},"content":null,"modes":[]}
2021-10-03 20:16:13.388000 {"type":"join","timestamp":1633292173.387992,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"aranjedeath","nickname":"aranjedeath","username":"~aranjedea","name":null,"photo":null,"url":null,"tz":null,"host":"user\/aranjedeath"},"content":null,"modes":[]}
2021-10-03 20:47:01.287600 {"type":"join","timestamp":1633294021.2875855,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"kimberlyhirsh[d]","nickname":"kimberlyhirsh[d]","username":"kimberlyhi","name":null,"photo":null,"url":null,"tz":null,"host":"2a01:4f8:150:8305::1"},"content":null,"modes":[]}
2021-10-03 21:00:13.300100 {"type":"join","timestamp":1633294813.3000662,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"sm2n","nickname":"sm2n","username":"~sm2n","name":"realname","photo":null,"url":null,"tz":null,"host":"user\/sm2n"},"content":null,"modes":[]}
2021-10-03 21:11:38.306700 {"type":"join","timestamp":1633295498.3066986,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"KartikPrabhu","nickname":"KartikPrabhu","username":"~kartik","name":"purple","photo":null,"url":null,"tz":null,"host":"c-73-141-103-136.hsd1.pa.comcast.net"},"content":null,"modes":[]}
2021-10-03 22:28:33.393500 {"type":"join","timestamp":1633300113.3935387,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"aaronpk[d]","nickname":"aaronpk[d]","username":"aaronpk","name":"aaronpk","photo":null,"url":null,"tz":null,"host":"2a01:4f8:150:8305::1"},"content":null,"modes":[]}
2021-10-03 22:32:38.717700 {"type":"join","timestamp":1633300358.7176669,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"hendursaga","nickname":"hendursaga","username":"~weechat","name":null,"photo":null,"url":null,"tz":null,"host":"user\/hendursaga"},"content":null,"modes":[]}
2021-10-03 22:34:52.288800 {"type":"join","timestamp":1633300492.2887652,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"tetov-irc","nickname":"tetov-irc","username":"~tetov","name":"Anton Tetov","photo":null,"url":null,"tz":null,"host":"188.166.167.47"},"content":null,"modes":[]}
