2020-01-23 06:20:00.623400 {"type":"join","timestamp":1579760400.6234355,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[manton]","nickname":"[manton]","username":"~slackuser","name":null,"photo":"https:\/\/micro.blog\/manton\/avatar.jpg","url":"http:\/\/Manton.org","tz":"America\/Chicago","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-01-23 12:34:42.311200 {"type":"join","timestamp":1579782882.3112044,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"M{|}Discord[m]","nickname":"M{|}Discord[m]","username":"disco8286","name":"@_discord_304863935960580096:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gzbixmophvcrvgpm"},"content":null,"modes":[]}
2020-01-23 12:34:42.315300 {"type":"join","timestamp":1579782882.315341,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"celsoDiscord[m]","nickname":"celsoDiscord[m]","username":"disco7230","name":"@_discord_543026738444369920:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xlnghpdvtgxybckq"},"content":null,"modes":[]}
2020-01-23 12:34:42.513100 {"type":"join","timestamp":1579782882.5130663,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"AlepheiaDiscord[","nickname":"AlepheiaDiscord[","username":"disco8367","name":"@_discord_175925017047990272:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qccgsewxtwztaaca"},"content":null,"modes":[]}
2020-01-23 12:34:42.520300 {"type":"join","timestamp":1579782882.5203388,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SweatDiscord[m]","nickname":"SweatDiscord[m]","username":"disco7194","name":"@_discord_518033086550900756:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vdxfexakickzyxgk"},"content":null,"modes":[]}
2020-01-23 12:34:42.528700 {"type":"join","timestamp":1579782882.5287042,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"hyde__Discord[m]","nickname":"hyde__Discord[m]","username":"disco7039","name":"@_discord_178555931926331392:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-exewjpyxnpetkfpw"},"content":null,"modes":[]}
2020-01-23 12:34:42.546300 {"type":"join","timestamp":1579782882.5463357,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Valium8862[m]","nickname":"Valium8862[m]","username":"disco5070","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ggnhkmagimqgfrkl"},"content":null,"modes":[]}
2020-01-23 12:34:42.538300 {"type":"join","timestamp":1579782882.5382664,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Lilz|BetaMe[m]","nickname":"Lilz|BetaMe[m]","username":"disco4740","name":"@_discord_386600418886680596:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vjqkjijlphtaquam"},"content":null,"modes":[]}
2020-01-23 12:34:42.548600 {"type":"join","timestamp":1579782882.5486279,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SirMemesALotDisc","nickname":"SirMemesALotDisc","username":"disco6923","name":"@_discord_362434457224871939:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xtwrniqylkcrqvpe"},"content":null,"modes":[]}
2020-01-23 12:34:42.716500 {"type":"join","timestamp":1579782882.7164593,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"dysbulicDiscord4","nickname":"dysbulicDiscord4","username":"disco9019","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jqhsuigvurzltvro"},"content":null,"modes":[]}
2020-01-23 12:34:42.733400 {"type":"join","timestamp":1579782882.7334292,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"dunks411Discord[","nickname":"dunks411Discord[","username":"disco8312","name":"@_discord_619846689594802196:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-oxfyitnmxtrvjumf"},"content":null,"modes":[]}
2020-01-23 12:34:42.732000 {"type":"join","timestamp":1579782882.7320125,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"rittmeDiscord[m]","nickname":"rittmeDiscord[m]","username":"disco7100","name":"@_discord_471204372613693440:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fbpottexxqnfetuq"},"content":null,"modes":[]}
2020-01-23 12:34:42.749200 {"type":"join","timestamp":1579782882.7492123,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"doopDiscord[m]","nickname":"doopDiscord[m]","username":"disco9475","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pgiwwufwhtsysxyh"},"content":null,"modes":[]}
2020-01-23 12:34:42.922500 {"type":"join","timestamp":1579782882.9224563,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Gorka[m]","nickname":"Gorka[m]","username":"disco6350","name":"@_discord_594418418392760320:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gvvwyvalfaaeuslf"},"content":null,"modes":[]}
2020-01-23 12:34:42.930600 {"type":"join","timestamp":1579782882.9305813,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"emersen234Discor","nickname":"emersen234Discor","username":"disco9568","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nooaxcjbnguuplhv"},"content":null,"modes":[]}
2020-01-23 12:34:42.924400 {"type":"join","timestamp":1579782882.9243507,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"godcongDiscord[m","nickname":"godcongDiscord[m","username":"disco9025","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vqtuhedkrnhzahek"},"content":null,"modes":[]}
2020-01-23 12:34:42.936900 {"type":"join","timestamp":1579782882.9368737,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"johanherman[m]1","nickname":"johanherman[m]1","username":"disco6534","name":"@_discord_414810288345317398:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lbiwnxmqtgtzlslx"},"content":null,"modes":[]}
2020-01-23 12:34:42.946500 {"type":"join","timestamp":1579782882.9464827,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"macDiscord[m]","nickname":"macDiscord[m]","username":"disco8869","name":"@_discord_654308825792380928:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ewivskchuauizygl"},"content":null,"modes":[]}
2020-01-23 12:34:43.124400 {"type":"join","timestamp":1579782883.1244109,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"MichaelTenDiscor","nickname":"MichaelTenDiscor","username":"disco7078","name":"@_discord_239537645250805761:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-aykvowifknejsqru"},"content":null,"modes":[]}
2020-01-23 12:34:43.131000 {"type":"join","timestamp":1579782883.130996,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"wossDiscord[m]","nickname":"wossDiscord[m]","username":"disco9569","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mpbburtrhicqnwdr"},"content":null,"modes":[]}
2020-01-23 12:34:43.125700 {"type":"join","timestamp":1579782883.1257405,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"fozzie[m]","nickname":"fozzie[m]","username":"disco6443","name":"@_discord_517452408926896163:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dqhokdgzwaglswmz"},"content":null,"modes":[]}
2020-01-23 12:34:43.327200 {"type":"join","timestamp":1579782883.3271701,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"kerlanTDiscord[m","nickname":"kerlanTDiscord[m","username":"disco8565","name":"@_discord_311182995409338372:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bvvlqljvkxiapzwy"},"content":null,"modes":[]}
2020-01-23 12:34:43.328600 {"type":"join","timestamp":1579782883.3286016,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SkyLog1cDiscord[","nickname":"SkyLog1cDiscord[","username":"disco8985","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gijedaoyzfjqmtmm"},"content":null,"modes":[]}
2020-01-23 12:34:43.342000 {"type":"join","timestamp":1579782883.3419788,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"DamirDiscord[m]","nickname":"DamirDiscord[m]","username":"disco7200","name":"@_discord_577081366492217345:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vkpfalmpdkfridtq"},"content":null,"modes":[]}
2020-01-23 12:34:43.343700 {"type":"join","timestamp":1579782883.3436975,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Ja3ood[m]","nickname":"Ja3ood[m]","username":"disco6325","name":"@_discord_400750833299488776:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ojvdixjraoggtdoo"},"content":null,"modes":[]}
2020-01-23 12:34:43.350200 {"type":"join","timestamp":1579782883.350168,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"chmanieDiscord[m","nickname":"chmanieDiscord[m","username":"disco7119","name":"@_discord_478638931894861825:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-esofqasdqqahwclb"},"content":null,"modes":[]}
2020-01-23 12:34:43.524300 {"type":"join","timestamp":1579782883.524273,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"EugeneDiscord[m]","nickname":"EugeneDiscord[m]","username":"disco7120","name":"@_discord_504521116379906059:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hugoktfyvmtffooa"},"content":null,"modes":[]}
2020-01-23 12:34:43.530400 {"type":"join","timestamp":1579782883.530404,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"AceFaceDiscord[m","nickname":"AceFaceDiscord[m","username":"disco7901","name":"@_discord_627823237379784706:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-huxywkusiflosikx"},"content":null,"modes":[]}
2020-01-23 12:34:43.543900 {"type":"join","timestamp":1579782883.54387,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"zcopleyDiscord[m","nickname":"zcopleyDiscord[m","username":"disco7251","name":"@_discord_482702306018721805:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mlfywuiorfukbjax"},"content":null,"modes":[]}
2020-01-23 12:34:43.559600 {"type":"join","timestamp":1579782883.5596192,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"zoink92Discord[m","nickname":"zoink92Discord[m","username":"disco7136","name":"@_discord_180376535742545922:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-epfytbfrqrperett"},"content":null,"modes":[]}
2020-01-23 12:34:43.551800 {"type":"join","timestamp":1579782883.5517585,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"awesomesarthakDi","nickname":"awesomesarthakDi","username":"disco8655","name":"@_discord_544915659222417409:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-muipfqpmaqlocmbz"},"content":null,"modes":[]}
2020-01-23 12:34:43.554100 {"type":"join","timestamp":1579782883.554076,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"wourslerDiscord[","nickname":"wourslerDiscord[","username":"disco9614","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zjfdffhkafxhlady"},"content":null,"modes":[]}
2020-01-23 12:34:43.730000 {"type":"join","timestamp":1579782883.729974,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"adinbDiscord[m]","nickname":"adinbDiscord[m]","username":"disco9559","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jnjojyvogjbujbaq"},"content":null,"modes":[]}
2020-01-23 12:34:43.731800 {"type":"join","timestamp":1579782883.731775,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"CarboClanCDiscor","nickname":"CarboClanCDiscor","username":"disco6720","name":"@_discord_560880733590126602:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-elxzozalvwoafnwt"},"content":null,"modes":[]}
2020-01-23 12:34:43.933500 {"type":"join","timestamp":1579782883.93355,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"artemciy_diceDis","nickname":"artemciy_diceDis","username":"disco8931","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-eotcburthzojngwj"},"content":null,"modes":[]}
2020-01-23 12:34:43.948300 {"type":"join","timestamp":1579782883.9483361,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"bmiller59Discord","nickname":"bmiller59Discord","username":"disco8361","name":"@_discord_460985648732438529:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-koukyniqqqurocep"},"content":null,"modes":[]}
2020-01-23 12:34:43.932100 {"type":"join","timestamp":1579782883.9320858,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jimpick[m]","nickname":"jimpick[m]","username":"disco6579","name":"@_discord_418195734320381952:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kkxvdsbmoervtwps"},"content":null,"modes":[]}
2020-01-23 12:34:43.947400 {"type":"join","timestamp":1579782883.947394,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Luna14Discord[m]","nickname":"Luna14Discord[m]","username":"disco7135","name":"@_discord_580804920421253141:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-framkweyvgjgmmbo"},"content":null,"modes":[]}
2020-01-23 12:34:43.949800 {"type":"join","timestamp":1579782883.9497888,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Mai-HsuanKevinCh","nickname":"Mai-HsuanKevinCh","username":"disco7843","name":"@_discord_416228076381405194:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dzmcpcnpmcjldebt"},"content":null,"modes":[]}
2020-01-23 12:34:44.134900 {"type":"join","timestamp":1579782884.1348903,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"llllllDiscord[m]","nickname":"llllllDiscord[m]","username":"disco8268","name":"@_discord_634466907378155553:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qsfsplyekihavtjl"},"content":null,"modes":[]}
2020-01-23 12:34:44.135600 {"type":"join","timestamp":1579782884.135621,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"nyarlathotepDisc","nickname":"nyarlathotepDisc","username":"disco7163","name":"@_discord_391015671544414219:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ollyeylctcxczlhc"},"content":null,"modes":[]}
