2015-09-19 01:00:16.468000 {"type":"join","timestamp":"1442624416.468000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"netweb","nickname":"netweb","name":"netweb","username":null},"content":"netweb joined #microformats"}
2015-09-19 10:27:38.305000 {"type":"join","timestamp":"1442658458.305000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"eschnou","nickname":"eschnou","name":"eschnou","username":null},"content":"eschnou joined #microformats"}
2015-09-19 11:21:57.446000 {"type":"join","timestamp":"1442661717.446000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"eschnou","nickname":"eschnou","name":"eschnou","username":null},"content":"eschnou joined #microformats"}
2015-09-19 11:58:10.573000 {"type":"join","timestamp":"1442663890.573000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"nitot","nickname":"nitot","name":"nitot","username":null},"content":"nitot joined #microformats"}
2015-09-19 14:50:19.714000 {"type":"join","timestamp":"1442674219.714000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"eschnou","nickname":"eschnou","name":"eschnou","username":null},"content":"eschnou joined #microformats"}
2015-09-19 16:06:20.447000 {"type":"join","timestamp":"1442678780.447000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"fuzzyhorns","nickname":"fuzzyhorns","name":"fuzzyhorns","username":null},"content":"fuzzyhorns joined #microformats"}
2015-09-19 16:13:18.900000 {"type":"join","timestamp":"1442679198.900000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Soopaman","nickname":"Soopaman","name":"Soopaman","username":null},"content":"Soopaman joined #microformats"}
2015-09-19 16:29:55.905000 {"type":"join","timestamp":"1442680195.905000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KartikPrabhu","nickname":"KartikPrabhu","name":"KartikPrabhu","username":null},"content":"KartikPrabhu joined #microformats"}
2015-09-19 16:40:41.601000 {"type":"join","timestamp":"1442680841.601000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"fuzzyhorns","nickname":"fuzzyhorns","name":"fuzzyhorns","username":null},"content":"fuzzyhorns joined #microformats"}
2015-09-19 17:26:47.120000 {"type":"join","timestamp":"1442683607.120000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"eschnou","nickname":"eschnou","name":"eschnou","username":null},"content":"eschnou joined #microformats"}
2015-09-19 17:39:54.769000 {"type":"join","timestamp":"1442684394.769000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"fuzzyhorns","nickname":"fuzzyhorns","name":"fuzzyhorns","username":null},"content":"fuzzyhorns joined #microformats"}
2015-09-19 17:51:15.259000 {"type":"join","timestamp":"1442685075.259000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"nitot","nickname":"nitot","name":"nitot","username":null},"content":"nitot joined #microformats"}
2015-09-19 17:57:37.575000 {"type":"join","timestamp":"1442685457.575000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"nitot","nickname":"nitot","name":"nitot","username":null},"content":"nitot joined #microformats"}
2015-09-19 18:47:27.102000 {"type":"join","timestamp":"1442688447.102000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"eschnou","nickname":"eschnou","name":"eschnou","username":null},"content":"eschnou joined #microformats"}
2015-09-19 18:56:19.499000 {"type":"join","timestamp":"1442688979.499000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"nitot","nickname":"nitot","name":"nitot","username":null},"content":"nitot joined #microformats"}
2015-09-19 19:02:20.002000 {"type":"message","timestamp":"1442689340.002000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"\u000314[[\u000307microformats2\u000314]]\u00034 M\u000310 \u000302http:\/\/microformats.org\/wiki\/index.php?title=microformats2&diff=65231&oldid=65187&rcid=101618\u0003 \u00035*\u0003 \u000303Lewismc\u0003 \u00035*\u0003 (+334) \u000310Add Apache Any23 to list of Microformats2 libraries.\u0003"}
2015-09-19 19:03:15.859000 {"type":"message","timestamp":"1442689395.859000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"\u000314[[\u000307microformats2\u000314]]\u00034 M\u000310 \u000302http:\/\/microformats.org\/wiki\/index.php?title=microformats2&diff=65232&oldid=65231&rcid=101619\u0003 \u00035*\u0003 \u000303Lewismc\u0003 \u00035*\u0003 (-4) \u000310\/* Java *\/ remove unnecessary formatting.\u0003"}
2015-09-19 19:07:00.560000 {"type":"message","timestamp":"1442689620.560000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"[@hectorMcSpector] @microformats #apache #any23 now supports Microformats2. I added this to the wiki http:\/\/microformats.org\/wiki\/microformats2#Java #w00t https:\/\/twitter.com\/hectorMcSpector\/status\/645313144676478977\/photo\/1 (http:\/\/twtr.io\/1421fFGPgwH)"}
2015-09-19 19:57:30.117000 {"type":"join","timestamp":"1442692650.117000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"nitot","nickname":"nitot","name":"nitot","username":null},"content":"nitot joined #microformats"}
2015-09-19 20:58:14.429000 {"type":"join","timestamp":"1442696294.429000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"nitot","nickname":"nitot","name":"nitot","username":null},"content":"nitot joined #microformats"}
2015-09-19 21:58:59.769000 {"type":"join","timestamp":"1442699939.769000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"nitot","nickname":"nitot","name":"nitot","username":null},"content":"nitot joined #microformats"}
2015-09-19 22:10:11.970000 {"type":"join","timestamp":"1442700611.970000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"adactio","nickname":"adactio","name":"adactio","username":null},"content":"adactio joined #microformats"}
2015-09-19 22:18:01.243000 {"type":"join","timestamp":"1442701081.243000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"gRegorLove","nickname":"gRegorLove","name":"gRegorLove","username":null},"content":"gRegorLove joined #microformats"}
2015-09-19 22:59:41.126000 {"type":"join","timestamp":"1442703581.126000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"nitot","nickname":"nitot","name":"nitot","username":null},"content":"nitot joined #microformats"}
